ID,sentence,start_index,end_index,word,total_native,total_non_native,native_complex,non_native_complex,complex_binary,complex_probabilistic,split,count,synonyms,wikipedia_freq,learners_freq,subtitles_freq,news_freq,syllables,length,vowels,pos
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"Cabrini hizo su debut en el fútbol profesional con U.S. Cremonese en la temporada de 1973-1974 de la Serie C, totalizando 3 presencias y ganando el jersey de titular para la siguiente temporada de 1974-1975.",158,165,titular,10,0,0,0,0,0.0,['titular'],1,9,37891,8,255,2862,3,7,3,7
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",93,102,adquirido,10,0,2,0,1,0.2,['adquirido'],1,0,10046,8,87,280,4,9,5,0
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",56,64,atalanta,10,0,0,0,0,0.0,['Atalanta'],1,0,730,0,0,80,3,8,4,7
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",74,80,verano,10,0,0,0,0,0.0,['verano'],1,1,60266,1474,2948,2088,2,6,3,0
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",123,129,equipo,10,0,0,0,0,0.0,['equipo'],1,3,313854,733,11370,10577,2,6,4,0
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",136,142,militó,10,0,6,0,1,0.6,['militó'],1,0,4044,0,0,27,3,6,3,7
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",180,187,cosechó,10,0,5,0,1,0.5,['cosechó'],1,0,1669,3,4,43,3,7,3,7
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",192,199,mayores,10,0,0,0,0,0.0,['mayores'],1,0,54403,162,1003,4764,3,7,3,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",200,206,éxitos,10,0,0,0,0,0.0,['éxitos'],1,0,22842,17,171,355,2,6,3,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",223,231,miembros,10,0,0,0,0,0.0,['miembros'],1,0,124747,212,1286,2932,2,8,3,6
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",239,246,cortina,10,0,0,0,0,0.0,['Cortina'],1,3,2916,15,223,67,3,7,3,7
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",250,256,hierro,10,0,0,0,0,0.0,['Hierro'],1,1,26590,21,547,180,2,6,3,6
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",267,269,di,10,0,0,0,0,0.0,['di'],1,0,34440,686,0,347,1,2,1,7
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",270,275,ferro,10,0,0,0,0,0.0,['Ferro'],1,0,3672,0,45,61,2,5,2,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",281,287,bloque,10,0,1,0,1,0.1,['bloque'],1,5,15608,17,239,775,2,6,3,6
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",311,320,piamontés,10,0,1,0,1,0.1,['Piamontés'],1,0,290,0,0,2,3,9,4,6
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",288,297,defensivo,10,0,0,0,0,0.0,['defensivo'],1,2,5343,0,47,148,4,9,4,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",303,310,gigante,10,0,0,0,0,0.0,['Gigante'],1,6,11989,40,1040,508,3,7,3,1
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",328,340,seleccionado,10,0,1,0,1,0.1,['seleccionado'],1,1,14018,1,76,316,5,12,6,0
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",350,358,liderado,10,0,1,0,1,0.1,['liderado'],1,0,7431,0,30,259,4,8,4,0
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",341,349,italiano,10,0,0,0,0,0.0,['italiano'],1,3,51421,295,701,667,2,8,5,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",421,427,década,10,0,1,0,1,0.1,['década'],1,1,113074,21,307,1132,3,6,3,0
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",363,370,gaetano,10,0,0,0,0,0.0,['Gaetano'],1,0,1005,0,0,3,2,7,4,6
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",371,377,scirea,10,0,0,0,0,0.0,['Scirea'],1,0,33,0,0,0,2,6,3,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",380,384,dino,10,0,0,0,0,0.0,['Dino'],1,0,1731,0,94,7,1,4,2,0
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",385,389,zoff,10,0,0,0,0,0.0,['Zoff'],1,0,88,0,0,4,2,4,1,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",409,414,mitad,10,0,0,0,0,0.0,['mitad'],1,2,62945,354,4890,2570,2,5,2,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",496,505,analistas,10,0,2,0,1,0.2,['analistas'],1,0,2333,0,90,351,3,9,4,4
39XCQ6V3KY5W2WOOYDZ2ZYLKKDY65D,"En la temporada de 1975-1976 jugó en la Serie B para el Atalanta, y en el verano de 1976 fue adquirido por la Juventus, el equipo donde militó la mayor parte de su carrera y donde cosechó sus mayores éxitos como uno de los miembros de la ""Cortina de Hierro"" (Cortina di Ferro), el bloque defensivo del ""Gigante Piamontés"" y del seleccionado italiano liderado por Gaetano Scirea y Dino Zoff durante la segunda mitad de la década de 1970 y la primera mitad de la década de 1980 considerado por los analistas del fútbol como una de las mejores zagas de la historia del fútbol.",541,546,zagas,10,0,10,0,1,1.0,['zagas'],1,0,3,0,0,0,2,5,2,4
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,0,12,villabrázaro,10,0,2,0,1,0.2,['Villabrázaro'],1,0,24,0,0,0,5,12,5,1
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,20,29,población,10,0,0,0,0,0.0,['población'],1,5,354611,145,596,7511,3,9,4,4
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,30,38,española,10,0,0,0,0,0.0,['española'],1,0,130931,675,153,1566,4,8,4,6
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,45,54,provincia,10,0,0,0,0,0.0,['provincia'],1,1,213530,116,137,6990,3,9,4,4
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,58,64,zamora,10,0,0,0,0,0.0,['Zamora'],1,0,13369,4,17,406,3,6,3,4
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,71,80,comunidad,10,0,0,0,0,0.0,['comunidad'],1,3,111135,115,1354,4713,4,9,4,4
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,84,92,castilla,10,0,0,0,0,0.0,['Castilla'],1,0,54963,12,0,714,3,8,3,7
306996CF6WL3KQ40THEY7OUVMY4B1L,Villabrázaro es una población española de la provincia de Zamora en la comunidad de Castilla y León.,95,99,león,10,0,0,0,0,0.0,['León'],1,1,70803,99,732,2170,1,4,2,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"Se encuentra en la Vía de la Plata, histórico camino romano y medieval.",19,22,vía,10,0,1,0,1,0.1,['Vía'],1,6,51774,56,663,3164,1,3,2,2
306996CF6WL3KQ40THEY7OUVMY4B1L,"Se encuentra en la Vía de la Plata, histórico camino romano y medieval.",36,45,histórico,10,0,1,0,1,0.1,['histórico'],1,4,58259,39,203,1198,4,9,4,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"Se encuentra en la Vía de la Plata, histórico camino romano y medieval.",29,34,plata,10,0,0,0,0,0.0,['Plata'],1,3,73710,78,1461,1286,2,5,2,6
306996CF6WL3KQ40THEY7OUVMY4B1L,"Se encuentra en la Vía de la Plata, histórico camino romano y medieval.",53,59,romano,10,0,1,0,1,0.1,['romano'],1,3,37854,24,240,77,3,6,3,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"Se encuentra en la Vía de la Plata, histórico camino romano y medieval.",46,52,camino,10,0,0,0,0,0.0,['camino'],1,12,70666,562,12613,3383,2,6,3,0
306996CF6WL3KQ40THEY7OUVMY4B1L,"Se encuentra en la Vía de la Plata, histórico camino romano y medieval.",62,70,medieval,10,0,2,0,1,0.2,['medieval'],1,3,18746,12,125,63,3,8,4,6
306996CF6WL3KQ40THEY7OUVMY4B1L,En la actualidad está en un cruce de autovías.,6,16,actualidad,10,0,1,0,1,0.1,['actualidad'],1,3,69573,77,141,1498,4,10,5,4
306996CF6WL3KQ40THEY7OUVMY4B1L,En la actualidad está en un cruce de autovías.,28,33,cruce,10,0,0,0,0,0.0,['cruce'],1,7,10306,5,388,483,2,5,2,7
306996CF6WL3KQ40THEY7OUVMY4B1L,En la actualidad está en un cruce de autovías.,37,45,autovías,10,0,4,0,1,0.4,['autovías'],1,0,798,0,0,13,3,8,5,4
306996CF6WL3KQ40THEY7OUVMY4B1L,Tuvo un pasado agrícola que ha pasado a ser más industrial.,0,4,tuvo,10,0,0,0,0,0.0,['Tuvo'],1,0,233762,547,7163,6077,2,4,2,7
306996CF6WL3KQ40THEY7OUVMY4B1L,Tuvo un pasado agrícola que ha pasado a ser más industrial.,15,23,agrícola,10,0,0,0,0,0.0,['agrícola'],1,2,17744,21,46,364,4,8,4,6
306996CF6WL3KQ40THEY7OUVMY4B1L,Tuvo un pasado agrícola que ha pasado a ser más industrial.,48,58,industrial,10,0,0,0,0,0.0,['industrial'],1,5,37842,21,289,834,3,10,4,0
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",4,14,abundantes,10,0,2,0,1,0.2,['abundantes'],1,0,8449,17,23,62,3,10,4,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",0,3,hay,10,0,0,0,0,0.0,['Hay'],1,0,426391,8333,98696,27848,1,3,1,6
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",15,21,pastos,10,0,2,0,1,0.2,['pastos'],1,0,4099,1,35,32,2,6,2,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",23,39,fundamentalmente,10,0,2,0,1,0.2,['fundamentalmente'],1,0,12685,11,81,297,6,16,6,1
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",43,47,maíz,10,0,0,0,0,0.0,['maíz'],1,1,12181,60,619,326,1,4,2,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",50,58,cereales,10,0,0,0,0,0.0,['cereales'],1,0,4606,23,239,93,3,8,4,6
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",62,68,secano,10,0,3,0,1,0.3,['secano'],1,1,1790,0,0,8,2,6,3,0
306996CF6WL3KQ40THEY7OUVMY4B1L,"Hay abundantes pastos, fundamentalmente de maíz y cereales de secano, así como encinas.",79,86,encinas,10,0,6,0,1,0.6,['encinas'],1,0,1634,2,0,35,3,7,3,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"En su término municipal presenta otro núcleo urbano conocido como San Román del Valle, en el que destaca el convento de Nuestra Señora del Valle, construcción gótica iniciada en el siglo XV del que se conserva una notable fachada barroca y en la que se hallaba originalmente el artesonado que actualmente decora la Torre del Caracol del Parador de Benavente.",38,44,núcleo,10,0,1,0,1,0.1,['núcleo'],1,8,30225,15,378,276,2,6,3,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"En su término municipal presenta otro núcleo urbano conocido como San Román del Valle, en el que destaca el convento de Nuestra Señora del Valle, construcción gótica iniciada en el siglo XV del que se conserva una notable fachada barroca y en la que se hallaba originalmente el artesonado que actualmente decora la Torre del Caracol del Parador de Benavente.",24,32,presenta,10,0,0,0,0,0.0,['presenta'],1,0,69328,69,538,1793,3,8,3,7
306996CF6WL3KQ40THEY7OUVMY4B1L,"En su término municipal presenta otro núcleo urbano conocido como San Román del Valle, en el que destaca el convento de Nuestra Señora del Valle, construcción gótica iniciada en el siglo XV del que se conserva una notable fachada barroca y en la que se hallaba originalmente el artesonado que actualmente decora la Torre del Caracol del Parador de Benavente.",97,104,destaca,10,0,1,0,1,0.1,['destaca'],1,0,38091,9,55,1520,3,7,3,6
306996CF6WL3KQ40THEY7OUVMY4B1L,"En su término municipal presenta otro núcleo urbano conocido como San Román del Valle, en el que destaca el convento de Nuestra Señora del Valle, construcción gótica iniciada en el siglo XV del que se conserva una notable fachada barroca y en la que se hallaba originalmente el artesonado que actualmente decora la Torre del Caracol del Parador de Benavente.",45,51,urbano,10,0,0,0,0,0.0,['urbano'],1,2,30400,10,120,675,2,6,3,0
306996CF6WL3KQ40THEY7OUVMY4B1L,"En su término municipal presenta otro núcleo urbano conocido como San Román del Valle, en el que destaca el convento de Nuestra Señora del Valle, construcción gótica iniciada en el siglo XV del que se conserva una notable fachada barroca y en la que se hallaba originalmente el artesonado que actualmente decora la Torre del Caracol del Parador de Benavente.",70,75,román,10,0,0,0,0,0.0,['Román'],1,0,5240,0,16,267,2,5,2,6
306996CF6WL3KQ40THEY7OUVMY4B1L,"En su término municipal presenta otro núcleo urbano conocido como San Román del Valle, en el que destaca el convento de Nuestra Señora del Valle, construcción gótica iniciada en el siglo XV del que se conserva una notable fachada barroca y en la que se hallaba originalmente el artesonado que actualmente decora la Torre del Caracol del Parador de Benavente.",108,116,convento,10,0,4,0,1,0.4,['convento'],1,2,25602,11,190,50,3,8,3,4
306996CF6WL3KQ40THEY7OUVMY4B1L,"En su término municipal presenta otro núcleo urbano conocido como San Román del Valle, en el que destaca el convento de Nuestra Señora del Valle, construcción gótica iniciada en el siglo XV del que se conserva una notable fachada barroca y en la que se hallaba originalmente el artesonado que actualmente decora la Torre del Caracol del Parador de Benavente.",159,165,gótica,10,0,4,0,1,0.4,['gótica'],1,0,5145,4,118,16,3,6,3,7
