Word,Level
intrinsic,6
injection,6
inexpensive,3
incredibly,5
indirectly,5
inevitably,5
informally,5
invariably,6
internationally,3
illiterate,6
imperfect,5
immortal,6
immortal,6
inappropriate,5
indirect,5
inefficient,5
integral,5
indirect,6
insecure,6
intermediate,3
irregular,4
hospitable,5
formidable,6
historical,3
functional,4
gradual,4
identical,4
internal,4
horizontal,5
influential,5
fundamental,6
important,3
fixed,4
improved,4
frustrated,5
furnished,5
genetically modified,5
industrialized,5
isolated,5
isolated,5
fixed,6
horrified,6
humiliated,6
influence,4
independent,3
independent,4
innocent,6
further,2
further,3
further,4
fruitful,5
hopeful,6
flexible,4
incredible,4
invisible,4
flexible,6
historic,3
heroic,5
ironic,6
forthcoming,4
forthcoming,5
gripping,5
fulfilling,6
horrifying,6
humiliating,6
formation,6
formation,6
interpretation,6
interpretation,6
intensive,4
imaginative,5
informative,5
innovative,5
helpless,5
homeless,5
harmless,6
hourly,4
hourly,4
finally,2
immediately,2
frequently,3
finely,4
firmly,4
firmly,4
freely,4
gradually,4
highly,4
ideally,4
ideally,4
importantly,4
increasingly,4
independently,4
initially,4
innocently,4
instantly,4
formally,5
formally,5
happily,5
historically,5
hourly,5
immediately,5
immensely,5
inappropriately,5
individually,5
intensively,5
interestingly,5
internally,5
jointly,5
fundamentally,6
harshly,6
hopelessly,6
indefinitely,6
infinitely,6
intensely,6
intensely,6
ironically,6
generous,5
hilarious,5
humorous,5
hazardous,6
infectious,6
infectious,6
funny,3
juicy,3
filthy,5
grumpy,5
floppy,6
handy,6
healthy,6
juicy,6
first,1
hard,1
hot,1
final,2
first,2
foreign,2
free,2
friendly,2
full,2
full,2
full,2
half-price,2
heavy,2
forbidden,3
former,3
frequent,3
fresh,3
fresh,3
full,3
future,3
general,3
gorgeous,3
hard,3
hidden,3
incorrect,3
individual,3
firm,4
flat,4
foreign,4
formal,4
fortunate,4
free,4
free,4
free,4
fresh,4
general,4
general,4
glad,4
golden,4
great,4
hard-working,4
hidden,4
immediate,4
immediate,4
initial,4
instant,4
intransitive,4
joint,4
junior,4
junior,4
fit,5
formal,5
formal,5
foul,5
fresh,5
gentle,5
grand,5
gray,5
gross,5
hard,5
harsh,5
hectic,5
holy,5
honored,5
hostile,5
hostile,5
idle,5
imaginary,5
immediate,5
just,5
justified,5
juvenile,5
keen,5
final,6
finite,6
firm,6
foul,6
frail,6
frantic,6
frantic,6
fringe,6
gray,6
grim,6
heavy,6
high-profile,6
hollow,6
hollow,6
humanitarian,6
humble,6
hygienic,6
idle,6
ignorant,6
imminent,6
infinite,6
inherent,6
intact,6
interim,6
intimate,6
intimate,6
justifiable,6
first,1
hard,1
here,1
how,1
half price,2
here,2
home,2
how,2
however,2
instead,2
just,2
just,2
first,3
first,3
forever,3
forward,3
furthest,3
half,3
hard,3
home,3
in,3
just,3
just,3
forever,4
forward,4
free,4
genuinely,4
here,4
in,4
forward,5
hence,5
future,3
hurry,3
interest,3
growth,4
hair,4
headquarters,4
impact,4
ingredient,4
fright,5
focus,6
frenzy,6
frontier,6
grain,6
grain,6
haul,6
heap,6
host,6
impact,6
irony,6
irony,6
form,4
hire,4
hit,4
grade,5
grade,5
host,5
impact,5
fulfill,6
hail,6
hail,6
narrative,6
notify,5
mountain,6
lab,3
note,3
obtain,4
observe,5
kid,2
kick,6
occupation,5
offspring,6
paradigm,6
merit,5
nature,5
merit,6
oblige,5
minute,2
make,3
land,6
kill,5
misinterpretation,6
mislead,5
misinterpret,6
musical,4
official,6
maintenance,4
patience,4
painter,2
offender,4
learner,4
observer,6
master,6
leader,3
lover,3
partner,3
leader,5
MP3 player,2
passenger,2
manager,2
officer,3
manufacturer,4
officer,4
miner,5
painting,2
painting,2
meeting,2
meaning,3
learning,4
lightning,3
marketing,4
landing,4
parking,3
manufacturing,4
operation,3
objection,4
legislation,6
orientation,6
motivation,4
orientation,6
obsession,4
occupation,2
organization,3
operation,5
mission,6
optimism,6
optimist,5
materialist,6
motorist,4
obesity,5
longevity,6
mortality,6
majority,4
minority,4
organize,3
organize,4
movement,4
management,4
kindness,4
laziness,4
nervousness,5
openness,6
narrator,6
operator,4
leadership,5
partnership,4
killer,3
murderer,3
lion,2
monkey,2
mouse,2
kitten,3
mosquito,3
parrot,3
leopard,4
owl,4
mammal,5
nest,6
pack,6
nest,6
movie,1
newspaper,1
page,1
keyboard,2
magazine,2
novel,3
paper,3
part,3
masterpiece,6
melody,6
note,6
organ,6
music,1
newspaper,2
literature,3
opera,2
lyrics,4
leg,1
mouth,1
nose,1
neck,2
knee,3
lip,3
patient,3
lung,4
nail,4
organ,5
kidney,6
knuckle,6
needle,6
nerve,6
nostril,6
palm,6
palm,6
medicine,2
pain,2
liver,4
muscle,4
labor,6
necklace,2
mask,4
neck,6
necktie,6
pants,1
pantyhose,3
panties,4
look,5
language,1
letter,1
message,1
name,1
note,1
number,1
number,1
letter,2
license,2
list,2
notebook,2
notice,2
offer,2
label,3
lie,3
line,3
logo,3
paper,3
paragraph,3
manual,4
matter,4
native speaker,4
order,4
outline,4
mark,5
memo,5
label,6
margin,6
motion,6
mail,2
mail,2
news,2
language,3
notice,3
language,5
material,3
legend,4
mention,4
myth,4
metaphor,6
lie,3
listen,3
object,4
moan,6
know,1
mean,2
mail,3
mean,3
mean,3
mention,3
name,3
list,4
mark,4
oppose,4
order,4
outline,4
motivate,5
maintain,6
offer,2
learn,3
mumble,4
mutter,4
lobby,6
offense,4
lawsuit,6
massacre,6
law,4
kilo,2
kilogram,2
kilometer,2
liter,2
meter,2
pair,2
pair,2
limit,3
mile,3
millimeter,3
pattern,3
level,4
level,4
load,4
outline,6
paper,1
orange,2
length,3
number,3
length,5
measure,6
left,2
maximum,3
lesson,1
mark,2
nursery,4
math,2
learn,1
pass,2
know,3
knife,1
meal,1
main course,2
menu,2
mug,2
mushroom,2
kettle,3
oven,3
pan,3
loaf,4
pan,4
pancake,4
pastry,5
meat,1
milk,1
lemonade,2
mineral water,2
pasta,2
mint,4
mustard,5
pastry,5
lunch,1
orange,1
lemon,2
lunchtime,2
mango,2
melon,2
oil,2
onion,2
lettuce,3
leek,4
key,1
kitchen,1
living room,1
museum,1
lamp,2
library,2
light,2
mirror,2
office,2
office,2
laboratory,3
ladder,3
monument,3
palace,3
lobby,4
monument,4
passage,4
landmark,5
lounge,5
mansion,5
loft,6
loft,6
loft,6
loan,3
loss,5
legacy,6
offer,6
money,1
means,6
park,1
lake,2
mountain,2
landscape,3
leaf,3
log,5
palm,5
palm,5
nature,2
land,3
life,3
oil,3
land,4
moonlight,4
mud,4
oxygen,4
metal,3
mist,4
oak,4
ocean,2
kick,2
kiss,2
laugh,3
look,3
launch,5
march,5
move,5
move,6
laughter,4
listen,1
look,1
look,1
laugh,2
lie,2
knock,3
meet,3
move,3
kneel,4
participate,4
march,5
march,5
opt,5
make,1
leave,2
leave,2
leave,2
leave,2
lend,2
lose,2
make,2
miss,2
open,2
knock,3
learn,3
lift,3
meet,3
miss,3
name,3
offer,3
pass,3
launch,4
lick,4
limit,4
locate,4
lower,4
maintain,4
observe,4
occupy,4
overcome,4
monitor,5
occupy,5
omit,5
mount,6
pat,6
kick,1
meet,1
open,1
kiss,2
mix,2
move,2
paint,2
lead,3
light,3
lock,3
manage,3
notice,3
pass,3
lead,4
load,4
miss,4
obey,4
merge,6
man,1
lady,3
mustache,3
look,4
makeup,2
mind,3
liar,4
legend,5
monster,6
life,4
loyalty,4
offense,4
pain,4
mercy,6
outrage,6
memory,3
mood,3
love,4
misery,4
nature,4
panic,4
passion,4
nerves,4
nerve,6
nerve,6
like,1
love,1
miss,2
offend,4
mind,3
learn,4
panic,4
king,2
kingdom,4
nation,4
mom,1
mother,1
parent,1
party,1
member,2
neighbor,2
love,3
nephew,3
niece,3
mother-in-law,4
opponent,4
orphan,6
marriage,3
mix,4
leave,3
market,2
match,2
league,3
net,3
marathon,4
martial art,4
opponent,4
launch,5
market,5
pass,6
leisure,3
lead,4
lose,3
lead,4
keyboard,2
laptop,2
machine,2
menu,2
model,2
mouse,2
page,2
link,3
message board,3
password,3
laser,4
microphone,4
monitor,4
network,4
part,4
machinery,5
memory,2
language,5
map,2
motorcycle,2
parking lot,2
path,2
line,3
pass,3
lane,4
lane,4
parachute,4
launch,6
path,6
luggage,2
launch,6
land,3
model,3
monitor,4
overtime,4
paperwork,4
labor,5
labor,5
leave,6
manage,3
manufacture,4
overload,6
open,4
operate,4
murder,3
mosque,2
misunderstanding,4
misfortune,5
misuse,5
misbehave,5
misunderstand,4
misuse,5
misplace,6
original,4
participant,5
occurrence,5
occurrence,5
negligence,6
partner,2
keeper,3
lawyer,3
lighter,3
officer,3
owner,3
maker,4
master,4
minister,4
organizer,4
partner,4
listener,5
mechanic,2
opening,6
parking,3
lighting,4
mining,5
networking,5
loathing,6
living,4
location,3
occasion,3
mission,4
occasion,4
motivation,5
negotiation,5
observation,5
operation,5
organization,3
observation,4
operation,5
opposition,5
organization,5
orientation,5
occupation,6
obligation,4
liberation,5
limitation,5
migration,5
modification,5
nomination,5
medication,6
mechanism,5
mechanism,5
materialism,6
materialism,6
novelist,4
mentality,5
minority,5
necessity,5
liability,5
necessity,5
mediocrity,6
normality,6
nationality,1
opportunity,3
liability,5
objective,4
minimize,5
maximize,6
movement,5
loneliness,5
operator,4
leadership,5
ownership,5
membership,3
membership,5
killing,3
kind,1
minute,1
month,1
month,1
movie theater,1
number,1
pair,1
part,1
key,2
kite,2
last name,2
level,2
line,2
mistake,2
model,2
moment,2
noun,2
nurse,2
office,2
omelet,2
order,2
passport,2
key,3
kit,3
label,3
lecture,3
line,3
lock,3
lottery,3
mall,3
method,3
modal (verb),3
moment,3
monster,3
musician,3
neighborhood,3
nickname,3
nightclub,3
nightmare,3
nightmare,3
object,3
object,3
offer,3
olive,3
opinion,3
opposite,3
option,3
key,4
landlady,4
landlord,4
layer,4
leaflet,4
leak,4
lesson,4
lid,4
life,4
lifestyle,4
line,4
link,4
male,4
mark,4
match,4
mayor,4
measure,4
medal,4
message,4
million,4
mine,4
miracle,4
motive,4
motor,4
nail,4
napkin,4
needle,4
neighbor,4
network,4
note,4
nut,4
pack,4
package,4
package,4
package,4
parade,4
passage,4
path,4
king,5
knob,5
ladder,5
landmark,5
lawn,5
layout,5
level,5
line,5
luxury,5
mat,5
ministry,5
mode,5
move,5
myth,5
nap,5
newsletter,5
nickname,5
norm,5
notion,5
obstacle,5
obstacle,5
outlet,5
outlet,5
overview,5
overview,5
panel,5
knot,6
landmark,6
law,6
leak,6
leap,6
legacy,6
life span,6
line,6
line,6
line,6
line,6
line,6
lump,6
margin,6
margin,6
market,6
memorial,6
millennium,6
missile,6
model,6
murmur,6
novelty,6
odor,6
ordeal,6
ornament,6
outbreak,6
outlet,6
outlet,6
outrage,6
pact,6
panel,6
paradox,6
parallel,6
particle,6
pastime,6
patch,6
patch,6
patch,6
leather,2
luck,2
magic,2
magic,2
mail,2
midnight,2
noon,2
north,2
law,3
light,3
love,3
love,3
luxury,3
ma'am,3
medicine,3
nightlife,3
northeast,3
northwest,3
notice,3
offense,3
order,3
laundry,4
litter,4
luck,4
magic,4
man,4
mankind,4
opinion,4
order,4
pace,4
literacy,5
logic,5
neglect,5
nutrition,5
office,5
ozone,5
paradise,5
likelihood,6
linen,6
lumber,6
lure,6
matter,6
momentum,6
morale,6
nostalgia,6
novelty,6
order,6
order,6
order,6
order,6
output,6
life,1
March,1
May,1
Monday,1
morning,1
night,1
night,1
noise,1
November,1
October,1
paint,1
lamb,3
life,3
liquid,3
material,3
mystery,3
length,4
liberty,4
loss,4
loss,4
material,4
mixture,4
origin,4
origin,5
memory,6
merger,6
mishap,6
monopoly,6
muddle,6
omission,6
overload,6
pajamas,2
means,4
outskirts,4
odds,5
mix,3
the last minute,4
manner,4
manner,4
mess,4
mixture,4
need,4
note,5
outlook,5
loss,6
match,6
outlook,6
matter,2
lie,3
lie,3
live,3
operate,3
pass,3
look,4
occur,4
mingle,5
lecture,6
lie,6
linger,6
live,6
loom,6
loom,6
moan,6
mount,6
pass,6
love,1
love,1
need,1
know,2
miss,2
know,3
let,3
lose,3
lose,3
make,3
mean,3
mean,3
miss,3
need,3
open,3
own,3
lack,4
launch,4
leave,4
light,4
link,4
lose,4
lower,4
maintain,4
make,4
measure,4
miss,4
move,4
name,4
occupy,4
overlook,4
label,5
make,5
manage,5
match,5
meet,5
modify,5
motivate,5
neglect,5
nominate,5
number,5
offer,5
outnumber,5
outrage,5
outweigh,5
overdo,5
overload,5
overtake,5
overwhelm,5
know,6
label,6
land,6
leak,6
leave,6
line,6
loathe,6
lure,6
mark,6
measure,6
meet,6
moderate,6
number,6
nurse,6
observe,6
offset,6
overhear,6
pass,6
patch,6
know,1
leave,1
meet,1
paint,1
know,2
open,2
order,2
pack,2
park,2
kid,3
knit,3
live,3
marry,3
match,3
mix,3
leak,4
lend,4
load,4
mark,4
melt,4
nod,4
operate,4
overtake,4
lengthen,5
lessen,5
negotiate,5
overestimate,5
lead,6
lean,6
loosen,6
mingle,6
murmur,6
overflow,6
overlap,6
pass,6
kill,2
murder,3
kill,6
pathetic,6
OK,1
moreover,4
OK,2
OK,2
mad,2
laid-back,6
part,6
notwithstanding,5
paramount,6
likewise,6
OK,2
misleading,4
noticeable,5
musical,2
orchestral,4
original,4
medical,4
oral,4
minimal,5
mental,4
liberal,5
natural,5
national,2
official,4
liberal,5
observant,6
limited,3
old-fashioned,3
middle-aged,3
motivated,4
organized,4
narrow-minded,5
open-minded,5
married,2
overworked,5
lenient,6
painful,3
painful,4
negligible,6
organic,4
optimistic,4
magnetic,5
outstanding,4
off-putting,6
moving,4
outgoing,5
overwhelming,5
opportunity,4
negative,4
massive,4
negative,4
lucrative,6
negative,3
objective,4
offensive,4
obsessive,6
merciless,6
musically,6
naturally,5
medically,6
mainly,3
particularly,3
partly,3
largely,4
necessarily,4
legally,4
lovely,4
lovely,4
merely,4
negatively,4
nicely,4
merely,6
moderately,6
lively,3
lonely,3
kindly,3
nervously,4
nicely,4
passionately,4
patiently,4
openly,5
naturally,6
measurement,4
measurement,6
luxurious,5
monotonous,5
numerous,5
nervous,3
outrageous,4
malicious,6
misty,4
lazy,2
nosy,6
lead,3
live,3
literary,4
on,6
orchestra,3
lead,6
mad,3
nearsighted,4
non-smoking,4
on,2
long,2
little,4
no,1
maybe,2
no,2
nevertheless,4
overall,4
madam,3
nonsense,4
parenthesis,4
material,5
offer,3
legal,4
legal,4
legitimate,6
light,1
little,1
long,1
new,1
nice,1
orange,1
large,2
left,2
left-hand,2
light,2
loud,2
low,2
old,2
last,3
light,3
low,3
magnificent,3
main,3
marvelous,3
maximum,3
medium,3
minimum,3
narrow,3
nasty,3
navy blue,3
near,3
nearby,3
opposite,3
outdoor,3
key,4
level,4
low,4
medieval,4
mere,4
middle,4
modest,4
neat,4
outer,4
outside,4
oval,4
middle,5
mild,5
moderate,5
mundane,5
marginal,6
mediocre,6
minute,6
outside,1
left,2
less,2
most,2
outside,2
over,2
least,3
low,3
more,3
much,3
much,3
near,3
nearby,3
opposite,3
little,5
minimum,3
major,4
mild,4
off,4
overdrawn,5
monetary,6
owe,3
lose,5
mild,3
manual,4
look,3
match,3
mark,6
little,1
old,1
old,1
nice,1
kind,2
miserable,3
nasty,3
new,3
patient,3
loyal,4
mature,4
mean,4
miserable,4
nasty,4
passionate,4
passive,4
knowledgeable,5
low,5
modest,5
naive,5
noble,5
particular,5
mechanical,6
open,6
mentally,4
knowledge,3
name,4
nuisance,4
move,4
left-wing,5
party,3
parliament,4
out,3
online,2
mechanical,4
off,2
online,2
on,3
lift,2
manual,4
off,2
part-time,3
misinform,5
memorable,4
liable,5
notable,5
normal,2
natural,3
original,3
original,3
logical,4
magical,4
magical,4
mathematical,4
natural,4
optional,4
partial,4
municipal,5
musical,5
nutritional,5
occasional,5
literal,6
naval,6
official,6
official,6
official,6
paradoxical,6
limited,4
organized,4
overcrowded,5
muddled,6
negligent,6
later,4
later,6
later,6
later,2
meaningful,4
meaningful,4
merciful,6
linguistic,5
magnetic,5
magnetic,6
materialistic,6
nostalgic,6
pathetic,6
missing,2
missing,3
leading,4
living,4
never-ending,5
opening,5
long-lasting,6
long-running,6
ongoing,6
outgoing,6
meaning,4
opening,4
opening,4
longing,6
materialist,6
negative,2
needless,6
likely,3
monthly,3
lonely,4
nearly,2
lately,3
lightly,3
loudly,3
mostly,3
normally,3
obviously,3
lastly,4
literally,4
morally,4
narrowly,4
naturally,4
naturally,4
newly,4
normally,4
occasionally,4
originally,4
lightly,5
likely,5
magnificently,5
modestly,5
mysteriously,5
neatly,5
notably,5
noticeably,5
objectively,5
officially,5
partially,5
logically,6
modestly,6
oddly,6
obvious,3
mysterious,4
notorious,5
nutritious,5
meticulous,6
lucky,2
noisy,2
lucky,3
messy,3
lazy,4
muddy,4
lengthy,5
mighty,6
late,1
late,1
long,1
new,1
new,1
only,1
open,1
last,2
last,2
last,2
latest,2
lost,2
magic,2
modern,2
next,2
next,2
north,2
open,2
own,2
light,3
little,3
local,3
loose,3
lost,3
magic,3
male,3
modern,3
neat,3
necessary,3
next-door,3
northeast,3
northern,3
northwest,3
open,3
ordinary,3
out-of-date,3
overnight,3
passive,3
past,3
past,3
known,4
last-minute,4
latter,4
little,4
long-distance,4
long-term,4
loose,4
low,4
major,4
minor,4
moral,4
naked,4
nationwide,4
native,4
native,4
neighboring,4
nuclear,4
nuclear,4
odd,4
open,4
opposite,4
overseas,4
overweight,4
packed,4
pale,4
particular,4
legendary,5
legendary,5
long-time,5
lost,5
low,5
masculine,5
mass,5
middle-class,5
mistaken,5
moral,5
multiple,5
mutual,5
mutual,5
naked,5
neutral,5
neutral,5
noble,5
nonexistent,5
obese,5
obligatory,5
obsolete,5
outside,5
late,6
lavish,6
legitimate,6
lethal,6
lifelong,6
literate,6
loose,6
mainstream,6
mean,6
miniature,6
minute,6
narrow,6
native,6
near,6
obligatory,6
off,6
open,6
orthodox,6
orthodox,6
overnight,6
parallel,6
never,1
not,1
not,1
now,1
often,1
only,1
late,2
long,2
long,2
maybe,2
next,2
north,2
not,2
now,2
off,2
once,2
only,2
out,2
out,2
last,3
loud,3
luckily,3
meanwhile,3
next door,3
not,3
nowadays,3
nowhere,3
off,3
off,3
once,3
only,3
only,3
only,3
otherwise,3
out,3
out,3
out,3
outdoors,3
over,3
over,3
last,4
late,4
nationwide,4
near,4
neither,4
never,4
now,4
often,4
on,4
on,4
on,4
otherwise,4
out,4
over,4
namely,5
nonetheless,5
off,5
otherwise,5
knowingly,6
knowingly,6
out,6
overboard,6
Miss,1
Mr.,1
Mrs.,1
Ms.,2
memory,3
mess,3
lifetime,4
luxury,4
the middle class,5
moral,5
note,5
ounce,5
outcome,5
life,6
local,6
medium,6
motion,6
notice,6
passage,6
last,3
last,5
measure,5
narrow,5
leave,6
leave,6
narrow,6
overflow,6
overlook,6
part,6
military,4
obscene,6
obscene,6
navy,4
residence,6
reflection,6
position,4
protagonist,6
sensibility,6
relate,6
place,2
rip-off,5
perform,4
seek,4
resume,5
purchase,4
replace,6
practitioner,6
possession,6
proximity,6
quest,6
realm,6
receipt,4
purchase,4
plight,6
permit,5
prevail,6
refrain,6
reign,6
permit,3
purchase,4
regret,4
perceive,5
rectify,5
render,5
perceive,6
precede,6
render,6
sadden,6
seek,6
second,3
plus,4
racket,6
scrap,6
riches,6
ponder,6
reassurance,6
reconstruction,5
rewrite,4
reassure,5
reflect,4
replace,3
rearrange,4
rebuild,4
repay,4
reconstruct,5
redistribute,6
refusal,5
potential,4
radical,6
performance,3
resistance,6
self-assurance,6
self-reliance,6
reference,4
self-confidence,4
resilience,6
preference,4
player,2
poster,2
performer,3
reader,3
reminder,5
player,1
runner,2
player,2
printer,2
server,3
scooter,2
plumber,4
researcher,4
recording,3
reading,1
schooling,6
sewing,5
running,2
sailing,2
programming,4
recording,4
publication,4
publication,4
production,4
promotion,4
reaction,4
sensation,4
presentation,3
recommendation,4
quotation,6
punctuation,3
registration,3
persuasion,6
pronunciation,3
prediction,4
prosecution,6
quotation,6
recession,4
pollution,3
preparation,3
prevention,4
reaction,4
satisfaction,4
resignation,6
reputation,4
sensation,4
revolution,4
relation,3
separation,4
position,3
qualification,5
recreation,4
reservation,3
promotion,4
resignation,6
racism,4
quantity,3
quantity,4
prosperity,5
personality,4
quality,4
sensitivity,5
sensitivity,5
security,6
serenity,6
personality,4
priority,4
security,3
responsibility,4
realize,3
punishment,4
payment,4
resentment,6
retirement,4
retirement,4
politeness,4
sadness,4
rudeness,5
selfishness,5
self-awareness,6
predator,5
scholarship,5
relationship,3
relationship,3
pet,1
pig,1
sheep,1
rabbit,2
rat,2
penguin,3
puppy,3
shark,3
paw,4
polar bear,4
seal,4
pony,5
reptile,5
saddle,6
prey,6
photo,1
picture,1
radio,1
photograph,2
piano,2
play,2
program,2
show,2
picture,3
poem,3
poet,3
record,3
role,3
scene,3
series,3
picture,4
piece,4
portrait,4
script,4
series,4
set,4
shot,4
show,4
photography,2
pop,2
rap,2
rock,2
poetry,3
science fiction,3
publicity,4
sculpture,3
rhythm,4
present,4
print,4
print,4
promote,4
run,5
portray,6
pill,3
shoulder,3
remedy,4
rib,4
scar,4
sense,4
pulse,5
plague,6
rash,6
sample,6
scan,6
posture,5
poison,4
pregnancy,5
recover,3
prescribe,6
relax,5
shirt,1
shoe,1
pocket,2
raincoat,2
ring,2
scarf,2
pullover,3
sandal,3
shorts,2
pen,1
pencil,1
question,1
sentence,1
postcard,2
period,3
photocopy,3
phrase,3
point,3
prayer,3
promise,3
question mark,3
questionnaire,3
scream,3
shout,3
profile,4
proposal,4
quarrel,4
remark,4
semicolon,4
sense,4
plea,6
proverb,6
quote,6
saying,6
pressure,4
print,6
propaganda,6
reply,3
request,3
protest,4
record,4
response,4
rumor,4
reproach,6
quotation marks,4
pray,2
quarrel,4
respond,4
say,1
see,1
print,2
put,2
persuade,3
predict,3
promise,3
pronounce,3
recommend,3
remind,3
repeat,3
report,3
request,3
say,3
say,3
say,3
show,3
persuade,4
praise,4
propose,4
reach,4
recommend,4
reject,4
remark,4
represent,4
reveal,4
settle,4
settle,4
show,4
plant,6
present,6
put,6
represent,6
reproach,6
sell,6
read,1
read,2
shout,2
promise,3
refuse,3
register,3
reply,3
ring,3
scream,3
protest,4
quote,5
quote,5
pirate,3
prisoner,3
rule,3
penalty,4
sentence,4
police,2
proceedings,6
serve,6
piece,2
piece,2
piece,3
pile,3
row,3
percentage,4
pint,4
pound,4
ring,4
roll,4
sample,4
scale,4
shade,4
shortage,4
pink,2
purple,2
red,2
shape,3
scale,4
right,2
scale,4
project,2
schedule,2
schoolchild,2
semester,2
period,3
place,3
pupil,3
quiz,3
secondary school,3
seminar,4
senior,4
scholar,5
physics,2
school,2
science,2
philosophy,4
science,3
review,3
picnic,1
plate,1
sandwich,1
potato chip,2
pea,3
peanut,3
pepper,3
pot,3
recipe,3
roll,3
saucer,3
portion,4
pit,6
relish,6
rice,1
salt,1
pepper,2
pudding,4
service,4
pizza,1
potato,1
pear,2
salad,2
sauce,2
sausage,2
peach,3
pie,3
pineapple,3
refreshments,3
roast,2
room,1
shower,1
pillow,2
post office,2
restroom,2
roof,2
seat,2
shelf,2
pillow,3
place,3
row,3
rug,3
ruin,3
sheet,3
resident,4
shed,4
shelter,4
property,4
premises,5
penny,3
rate,4
sector,5
poverty,4
profit,4
share,6
savings,4
savings,5
rent,2
settle,6
quote,6
place,1
plant,1
river,1
peak,3
planet,3
rain forest,3
region,3
rose,3
season,3
shower,3
pond,4
pool,4
rainbow,4
root,4
seed,4
rain,1
sand,3
scenery,3
shade,3
rubber,4
sea,2
rock,3
shore,3
pine,4
shell,4
pour,3
rise,3
set,3
settle,5
shower,1
search,3
process,4
punch,4
practice,2
reach,4
rescue,3
routine,3
rush,4
point,2
pause,3
rest,3
scratch,4
shiver,4
pose,5
retreat,6
revolt,6
shudder,6
show,1
repair,2
return,2
pick,3
pin,3
point,3
postpone,3
pour,3
prevent,3
produce,3
prove,3
provide,3
push,3
quit,3
raise,3
remove,3
rescue,3
save,3
poison,4
present,4
preserve,4
process,4
punch,4
remove,4
restore,4
reward,4
roll,4
rub,4
ruin,4
scratch,4
seize,4
send,4
set,4
push,5
resist,5
restrain,5
restrict,5
sacrifice,5
scan,5
refine,6
retrieve,6
scan,6
seize,6
run,1
see,1
prepare,2
pull,2
push,2
share,2
share,2
shut,2
plan,3
press,3
protect,3
push,3
search,3
select,3
shake,3
shoot,3
pound,4
reach,4
research,4
resist,4
rip,4
rush,4
separate,4
separate,4
share,4
shift,5
rock,6
sex,3
perfume,2
shampoo,2
race,5
resemble,5
shave,3
point of view,4
scar,5
peace,3
pleasure,3
respect,3
respect,3
pity,4
pride,4
pride,4
revenge,4
sense,4
self-esteem,5
shame,5
resolve,6
restraint,6
self-control,6
self-discipline,6
self-respect,6
shock,3
pressure,4
rage,4
regret,4
sense,3
point,4
sense,4
pretend,4
react,4
prefer,2
regret,3
respect,3
reject,4
respect,4
risk,4
risk,4
satisfy,4
return,5
resent,6
sense,6
please,3
relax,3
shock,4
president,2
policy,4
service,4
republic,5
referendum,6
regime,6
seat,6
secretary,6
politics,3
power,5
reform,6
rule,4
roommate,2
relative,3
romance,3
separate,4
rear,5
playground,2
pool,2
puzzle,2
quiz,2
race,2
racket,2
point,3
product,3
record,3
score,3
penalty,4
referee,4
run,4
set,4
shot,4
rugby,2
pool,3
service,3
play,4
sale,4
represent,4
PC,2
program,2
plug,3
pump,3
remote control,3
pedal,4
satellite,4
power,3
radio,3
return,3
scan,5
plane,1
platform,2
platform,2
railroad,2
ship,2
pocket,3
resort,3
ride,3
ride,3
route,3
schedule,3
rocket,4
public transportation,3
rail,3
reverse,6
road,1
port,3
rush hour,4
sail,3
run,4
sail,4
reach,3
ride,2
sail,3
secretary,2
profession,3
servant,4
shift,4
perk,5
recruit,6
service,5
rank,5
personnel,5
retire,3
serve,5
rape,4
robbery,4
pork,3
priest,3
recycling,3
recycling,4
reconstruction,6
reorganize,5
replacement,4
replacement,5
redevelopment,5
refund,3
reunion,6
readjust,6
recur,6
rebuild,3
replace,3
reflect,4
reflect,4
regain,4
repay,4
replace,4
reschedule,4
readjust,5
recharge,5
recreate,5
redevelop,5
reinforce,5
restart,5
restart,5
reconstruct,6
reinforce,6
recycle,3
reconsider,5
relocate,5
rethink,5
restructure,6
principal,2
professional,4
reversal,6
renewal,5
renewal,6
performance,4
relevance,5
perseverance,6
resistance,6
resistance,6
resemblance,6
resistance,6
reference,4
persistence,6
presence,6
presence,4
presence,6
presence,6
photographer,2
ruler,2
reader,3
reporter,3
rider,3
seller,3
philosopher,4
producer,4
publisher,4
programmer,5
provider,5
ruler,5
retailer,6
plastic,2
shortcoming,5
ruling,6
shopping,1
planning,4
planning,5
reasoning,6
running,6
position,3
population,4
position,4
reception,4
reflection,4
regulation,4
revolution,4
selection,4
precaution,5
projection,5
proposition,5
presumption,6
procession,6
rejection,6
resolution,6
resolution,6
revelation,6
sanction,6
relaxation,3
production,4
production,4
protection,4
selection,4
perfection,5
preservation,5
projection,5
radiation,5
regulation,5
renovation,5
presentation,6
realization,6
recognition,6
recognition,6
rejection,6
retention,6
population,3
position,3
presentation,4
reduction,4
relation,4
separation,4
progression,5
provision,5
restriction,5
perception,6
provocation,6
recollection,6
rejection,6
repetition,6
reservation,6
resolution,6
restriction,6
realization,5
receptionist,2
scientist,3
pharmacist,4
psychologist,4
psychiatrist,6
possibility,4
quality,3
popularity,4
reality,4
productivity,5
purity,5
rarity,5
reliability,5
security,5
severity,6
possibility,3
probability,5
scarcity,6
recognize,3
recognize,4
privatize,5
requirement,4
settlement,5
settlement,6
settlement,6
payment,4
recruitment,5
readiness,5
