word,frequency
beneficiamos,8
benefician,24
beneficiando,7
beneficiándose,6
beneficiar,36
beneficiará,27
beneficiaran,2
beneficiarán,8
beneficiaria,18
beneficiaría,38
beneficiarían,5
beneficiario,40
beneficiarios,9
beneficiarlo,3
beneficiarme,10
beneficiarnos,17
beneficiarse,52
beneficiarte,8
beneficiaste,2
beneficie,24
beneficien,4
beneficiencia,4
beneficies,2
beneficio,556
benefició,18
beneficios,500
beneficiosa,13
beneficiosas,2
beneficioso,49
beneficiosos,6
benéfico,74
benéficos,15
benemérita,3
benévolamente,2
benevolencia,18
benevolente,16
benevolentes,9
benévolo,26
bengala,103
bengalas,55
bengalí,6
benidorm,2
benigna,18
benignas,7
benigno,53
benignos,12
benito,32
benjamín,635
benjamines,3
benzedrina,11
benzodiazepinas,2
berenjas,4
berenjena,57
berenjenas,31
bergantín,34
berlín,478
bermellón,3
bermuda,55
bermudas,117
bernardino,20
bernardo,47
berrea,2
berreando,4
berrear,3
berrinche,36
berrinches,21
berro,13
berros,2
berta,411
berto,3
besa,270
besaba,68
besábamos,19
besaban,14
besabas,25
besables,4
besada,17
besadme,4
besado,200
besador,36
besadora,9
besadores,22
bésala,54
bésale,8
bésalo,41
bésame,316
bésamelo,3
besamos,254
besan,87
besando,301
besándola,13
besándolo,10
besándome,15
besándonos,37
besándose,86
besándote,31
besar,741
besara,57
besará,19
besáramos,6
besaran,9
besarán,8
besaras,25
besarás,14
besaré,50
besaremos,18
besaría,36
besarías,7
besarla,99
besarle,31
besarlo,77
besarlos,7
besarme,277
besarnos,107
besaron,79
besarse,124
besarte,313
besas,205
besase,6
besaste,297
bese,140
besé,303
béseme,13
besémonos,10
besemos,21
besen,31
bésenme,7
bésense,13
beses,82
besito,169
besitos,35
beso,2521
besó,332
besos,599
bestia,808
bestial,34
bestiales,10
bestialidad,11
bestias,233
bestseller,24
bestsellers,10
besucón,4
besugo,7
besuquea,7
besuqueaba,2
besuqueábamos,2
besuqueamos,5
besuqueando,7
besuqueándose,9
besuqueándote,2
besuquearme,2
besuquearse,11
besuquearte,2
besuqueas,6
besuqueen,3
besuqueo,8
besuqueó,4
besuqueos,5
beta,234
betabloqueadores,8
betabloqueantes,8
betas,4
betún,31
bi,50
bianca,197
bianco,14
biberón,75
biberones,9
bibiana,2
biblia,923
biblias,52
bíblica,51
bíblicas,11
bíblico,81
bíblicos,32
bibliografía,17
biblioteca,1146
bibliotecaria,53
bibliotecarias,5
bibliotecario,38
bibliotecarios,6
bibliotecas,39
biblioteconomía,3
bicarbonato,51
bicéfalo,2
bicentenaria,2
bicentenario,16
bíceps,61
bicharraco,3
bichito,20
bichitos,16
bicho,398
bichos,408
bici,216
bicicleta,1018
bicicletas,121
bicis,9
bicoca,21
bicoco,14
bicultural,2
bicuriosa,2
bicúspide,2
bidimensional,7
bidimensionales,3
bidireccional,4
bidón,24
bidones,19
bielorrusia,10
bielorruso,2
bien,241471
bienamada,5
bienamado,6
bienamados,3
bienaventurada,2
bienaventurado,4
bienaventurados,7
bienes,687
bienestar,294
bienhechor,2
bienhechores,3
bienintencionadas,2
bienintencionados,4
bienvenida,2324
bienvenidas,113
bienvenido,2787
bienvenidos,2069
bife,59
bifes,13
bífida,5
bífido,2
bifocales,9
bifurcación,27
bifurcado,3
bifurcados,3
bigamia,2
bígamo,7
bigardos,6
bigote,421
bigotes,86
bigotuda,2
bigotudo,5
bikini,196
bikinis,41
bilateral,14
bilaterales,9
biliar,25
biliares,21
bilingüe,11
bilingües,3
bilingües,2
bilirrubina,5
bilis,45
billar,318
billares,9
billete,444
billetera,685
billeteras,61
billetes,520
billón,67
billonario,32
billonarios,6
billones,233
billonésima,3
bimbo,4
bimensual,2
bimestral,2
bimotor,7
binaria,6
binario,20
binarios,6
bingo,557
bingos,10
binoculares,83
binomio,2
bio,11
bioagente,3
bioamenaza,6
bioanálisis,3
bioarma,5
biocama,2
biochip,2
biociencia,3
biocombustible,18
biocombustibles,4
biodegradables,2
biodiesel,13
biodiversidad,19
bioeléctrica,8
bioelectricidad,2
bioeléctrico,2
bioeléctricos,3
bioensayo,2
bioescáner,4
biofilia,2
biofísica,2
biogenética,11
biografía,118
biografías,20
biográfica,6
biográfico,6
biográficos,2
biógrafo,15
biógrafos,2
biohuellas,4
bioimpresión,2
bioingeniería,5
bioinvestigación,2
bióloga,18
biología,254
biológica,262
biológicamente,49
biológicas,143
biológico,252
biológicos,122
biólogo,44
biólogos,16
bioluminiscencia,3
bioluminiscente,2
bioluminiscentes,4
biomarcadores,2
biomateria,2
biombo,6
biomecánica,2
biomecánicas,2
biomecánico,2
biomédica,3
biometal,2
biometría,2
biométrica,9
biométricamente,4
biométricas,4
biométrico,35
biométricos,10
biomóvil,3
biónica,36
biónicas,5
biónico,31
biónicos,6
biopsia,389
biopsias,11
bioquímica,75
bioquímicas,4
bioquímico,21
bioquímicos,20
bioretroalimentación,5
bios,3
bioseguridad,2
biosensor,2
biosensores,3
bioseñal,2
bioseñales,4
biosfera,23
biotécnicas,2
biotecnología,26
biotecnológica,2
biotecnológico,2
bioterrorismo,14
bioterrorista,22
bioterroristas,2
biotoxina,9
biotoxinas,3
bip,45
bipartidismo,3
bipartidista,4
bipartisano,2
bípedo,10
bípedos,2
bíper,52
bipolar,67
bipolares,3
bipolaridad,2
biquini,21
biquinis,2
birlar,2
birlaste,3
birló,3
birmana,3
birmania,29
birmanos,2
birra,16
birracial,9
birras,7
birrete,12
birria,3
bis,21
bisabuela,44
bisabuelo,76
bisagra,15
bisagras,27
biscotte,20
bisección,3
biseladas,3
bisexual,76
bisexuales,27
bisiesto,5
bisiestos,2
bismuto,2
bisnieto,8
bisón,55
bisontes,12
bisoñé,6
bistec,171
bistecs,36
bistro,17
bisturí,90
bisturís,4
bit,9
bitácora,77
bitácoras,7
bits,48
bizancio,4
bizantina,3
bizantino,20
bizantinos,3
bizarra,27
bizarras,7
bizarro,70
bizarros,10
bizca,26
bizco,27
bizcochito,12
bizcochitos,5
bizcocho,126
bizcochos,134
bizcochuelo,11
bizcos,12
bla,702
blanca,2470
blancanieves,50
blancas,452
blanco,4639
blancos,1440
blancucha,2
blancucho,14
blancuchos,6
blancura,15
blancuzco,2
blanda,73
blandas,24
blandiendo,15
blandió,4
blandir,13
blandita,9
blandito,13
blando,195
blandos,32
blanqueado,10
blanqueador,45
blanqueadora,2
blanqueadoras,2
blanqueadores,2
blanqueados,4
blanquean,3
blanquear,21
blanqueaste,2
blanquee,3
blanqueé,5
blanqueo,13
blanqueó,3
blanquita,24
blanquitas,6
blanquito,113
blanquitos,19
blas,6
blasfema,9
blasfemando,4
blasfemar,25
blasfemaron,2
blasfeme,2
blasfemes,8
blasfemia,95
blasfemias,17
blasfemo,23
blasfemos,6
blasón,5
blastocitos,2
bledo,221
blindada,19
blindadas,14
blindado,125
blindados,46
blindaje,19
blindamos,2
blindar,2
blindaron,2
bloc,22
block,103
blog,94
blogs,21
bloque,239
bloquea,142
bloqueaban,2
bloqueada,119
bloqueadas,42
bloqueado,217
bloqueador,46
bloqueadores,16
bloqueados,55
bloquéala,3
bloquéalo,11
bloquéalos,7
bloqueamos,22
bloquean,52
bloqueando,175
bloqueándola,3
bloqueándome,5
bloqueándonos,2
bloquear,167
bloqueara,9
bloqueará,12
bloquearán,6
bloquearé,7
bloquearemos,10
bloquearía,7
bloquearla,2
bloquearlo,19
bloquearlos,3
bloquearme,6
bloquearon,32
bloquearse,3
bloquearte,2
bloqueas,23
bloqueaste,13
bloquee,20
bloqueé,17
bloqueen,52
bloquéenlos,2
bloquees,15
bloqueo,331
bloqueó,71
bloqueos,55
bloques,113
blues,440
blusa,368
blusas,45
blusita,8
blusitas,2
bmw,174
boa,26
boba,99
bobada,42
bobadas,65
bobalicón,27
bobalicona,8
bobalicones,3
bobas,15
bobería,21
boberías,20
bobina,96
bobinas,53
bobo,376
bobos,78
boca,5740
bocabajo,10
bocadillo,195
bocadillos,202
bocadito,14
bocaditos,15
bocado,132
bocados,34
bocanada,24
bocanadas,9
bocas,135
bocata,4
bocaza,27
bocazas,14
boceto,36
bocetos,69
bocha,20
bochas,75
bochín,12
bochorno,25
bochornosa,10
bochornoso,49
bocina,174
bocinas,47
bocinazo,18
bocinazos,20
bocio,19
bocón,85
bocona,25
bocota,102
boda,4016
bodas,863
bodega,305
bodegas,33
bodegón,2
bodrio,6
body,45
bofetada,143
bofetadas,44
bofetón,7
boga,25
bogotá,36
bohemia,22
bohemio,20
bohemios,6
boicot,24
boicotea,4
boicoteabas,2
boicoteando,8
boicotear,16
boicotearemos,3
boicotearlo,2
boicotearon,2
boicoteo,2
boina,48
boinas,34
bol,61
bola,1475
bolas,1101
bolchevique,27
bolcheviques,32
bolera,41
bolero,20
boleta,98
boletas,54
boletería,13
boletín,169
boletines,21
boleto,884
boletos,834
boli,12
boliche,119
bólido,18
bolígrafo,346
bolígrafos,51
bolina,3
bolinas,5
bolita,32
bolitas,76
bolivia,91
boliviana,7
boliviano,25
bolivianos,21
bollera,4
bolleras,9
bollito,10
bollitos,4
bollo,64
bollos,80
bolo,23
bolonia,8
boloñesa,16
bolos,295
bols,11
bolsa,3076
bolsas,678
bolsillo,1187
bolsillos,414
bolsita,71
bolsitas,49
bolsito,9
bolso,1540
bolsón,47
bolsos,171
boluda,24
boludas,2
boludeces,53
boludo,252
boludos,12
bomba,3281
bombacha,45
bombachas,24
bombachitas,2
bombardea,11
bombardeaba,3
bombardeada,10
bombardeado,42
bombardeados,15
bombardéalos,3
bombardeamos,12
bombardean,24
bombardeando,39
bombardear,63
bombardeará,3
bombardearán,2
bombardearé,5
bombardearemos,5
bombardearía,3
bombardearlo,8
bombardearnos,3
bombardearon,25
bombardeaste,2
bombardee,3
bombardeé,8
bombardeemos,3
bombardeen,9
bombardeo,163
bombardeó,17
bombardeos,44
bombardero,67
bombarderos,93
bombas,975
bombay,98
bombazo,15
bombazos,7
bombea,36
bombeada,3
bombeadas,4
bombeado,5
bombéala,5
bombéalo,5
bombeamos,2
bombean,7
bombeando,44
bombeándo,44
bombear,25
bombeará,2
bombearé,2
bombearon,3
bombeaste,4
bombee,8
bombeen,3
bombees,2
bombeo,27
bombeos,2
bombera,3
bombero,266
bomberos,583
bombilla,80
bombillas,39
bombillo,7
bombillos,6
bombín,2
bombita,8
bombitas,5
bombo,22
bombón,210
bomboncito,72
bomboncitos,5
bombones,94
bombos,12
bon,131
bona,13
bonanza,25
bonanzas,2
bondad,392
bondades,8
bondadosa,50
bondadosas,2
bondadoso,71
bondadosos,8
bongo,50
bongos,15
boniatos,8
bonificación,70
bonificaciones,7
bonita,2954
bonitas,559
bonito,3866
bonitos,356
bono,180
bonos,195
bonsái,21
bonsáis,28
bonzo,10
boogie,114
book,51
boom,318
boomerang,13
boqueadas,13
boquerones,16
boquiabiertas,2
boquiabierto,16
boquiabiertos,22
boquilla,23
boquillas,5
boquita,54
borbotea,2
borboteo,2
borbotones,6
borda,170
bordadas,7
bordado,43
bordados,13
bordando,2
bordar,8
bordas,4
borde,713
bordea,14
bordeadora,4
bordeamos,2
bordean,3
bordeando,11
bordear,3
bordee,2
bordeé,3
bordeen,49
borden,49
bordeo,2
bordes,116
bordillo,8
bordo,1300
boreal,18
borla,9
borlas,11
borneo,35
boro,4
borra,140
borraba,4
borracha,581
borracharse,2
borrachas,29
borrachera,85
borracheras,18
borrachín,14
borrachísima,3
borrachísimo,3
borracho,1479
borrachos,274
borrada,39
borradas,14
borrado,204
borrador,121
borradores,25
borrados,56
bórrale,4
bórralo,15
borramos,22
borran,21
borrando,34
borrándose,2
borrar,381
borrara,11
borrará,36
borraran,4
borrarán,14
borrarás,6
borraré,13
borraremos,12
borraría,17
borrarían,3
borrarla,13
borrarlas,8
borrarle,5
borrarlo,45
borrarme,8
borrarnos,10
borraron,60
borrarse,11
borrarte,15
borras,10
borrasca,5
borrascosas,14
borrascoso,3
borraste,38
bórrate,5
bórratelo,4
borre,27
borré,62
borrego,4
borregos,3
bórrelo,10
borremos,5
borren,26
borres,19
borro,33
borró,116
borrón,50
borrones,3
borrosa,95
borrosas,21
borroso,103
borrosos,10
boscosa,7
boscosas,2
bosnia,129
bosnio,14
bosnios,6
bosque,2254
bosquejo,63
bosquejos,34
bosques,313
bosta,35
bostecé,4
bosteza,7
bostezaba,2
bostezan,2
bostezar,7
bostezas,3
bostezaste,3
bostezo,17
bostezó,3
bostezos,6
boston,851
bostoniana,4
bostoniano,3
bota,213
botado,15
bótala,3
botalo,2
bótalo,3
bótalos,3
botamos,5
botan,9
botando,17
botánica,30
botánicas,2
botánico,48
botánicos,6
botar,71
botara,4
botarán,3
botarate,5
botaremos,3
botaría,2
botarlo,10
botarme,5
botaron,15
botarte,4
botas,849
botaste,29
bote,1693
boté,19
botecito,14
botecitos,3
botella,1792
botellas,473
botellazo,6
botellita,18
botellitas,23
botellón,24
botellones,2
boten,3
botes,319
botica,4
boticario,27
botín,248
botines,25
botiquín,127
botiquines,7
boto,12
botó,31
botón,925
botoncito,17
botoncitos,4
botones,429
bótox,66
botulínica,2
botulismo,29
boutique,41
boutiques,11
bóveda,463
bóvedas,32
bovina,19
bovinas,2
bovino,11
bovinos,2
boxea,7
boxeaba,5
boxeábamos,2
boxeabas,2
boxeado,3
boxeador,177
boxeadora,23
boxeadoras,3
boxeadores,91
boxéalo,2
boxeamos,3
boxeando,17
boxear,81
boxearás,3
boxearían,2
boxeas,4
boxee,2
boxeé,3
boxeo,303
boxer,39
boxers,37
boya,31
boyas,11
boys,90
boyscout,11
boyscouts,3
bozal,24
bozo,43
braceando,3
bracito,2
bracitos,9
bradicardia,19
bradicárdico,2
braga,13
bragas,216
bragueros,11
bragueta,59
braguitas,5
brahma,4
brahmanes,3
brahmanismo,2
braille,15
brama,10
braman,2
bramando,5
bramaré,2
brame,4
bramido,3
bramidos,2
brandy,120
branquias,17
braquial,7
brasa,33
brasas,32
brasero,2
braseros,2
brasil,470
brasileña,47
brasileñas,8
brasileño,50
brasileños,20
brasilera,24
brasileras,2
brasilero,15
brasileros,11
brasilia,21
braulio,5
brava,42
bravas,4
bravo,1097
bravos,32
bravucón,60
bravuconada,6
bravuconadas,4
bravuconería,7
bravucones,24
bravura,9
braza,2
brazada,11
brazadas,9
brazalete,254
brazaletes,94
brazas,11
brazo,2318
brazos,2002
brea,65
breakdance,26
brebaje,23
brebajes,2
brecha,169
brechas,12
brécol,3
bretaña,233
brete,57
bretón,12
breve,667
brevedad,49
brevemente,111
breves,71
brevísima,2
brevísimo,2
bribón,57
bribones,32
brigada,335
brigadas,33
brigadier,33
brilla,301
brillaba,33
brillaban,18
brillado,7
brillan,84
brillando,95
brillante,2387
brillantemente,11
brillantes,481
brillantez,35
brillantina,7
brillantitos,2
brillar,177
brillara,12
brillará,31
brillaré,2
brillaría,3
brillaron,9
brillas,14
brillaste,2
brille,56
brillemos,2
brillen,20
brillo,328
brilló,12
brillos,11
brillosa,10
brilloso,19
brinca,23
brincaba,3
brincan,4
brincando,20
brincar,31
brincas,4
brincaste,2
brinco,24
brincos,17
brinda,75
brindaba,8
brindaban,2
brindad,2
brindada,3
brindado,33
bríndale,2
bríndales,2
brindamos,64
brindan,19
brindando,21
brindándole,2
brindar,212
brindara,2
brindará,13
brindarán,2
brindaré,20
brindaremos,26
brindaría,10
brindarle,20
brindarme,11
brindarnos,7
brindaron,3
brindarte,11
brindas,12
brindaste,7
brinde,20
brindé,11
brindemos,174
brinden,22
brindis,594
brindo,195
brindó,38
brinque,4
brinquen,2
brío,20
bríos,8
briosas,3
brioso,12
brisa,215
brisas,8
britania,58
británica,195
británicas,36
británico,361
británicos,308
britanos,11
brizna,18
broca,22
brocas,3
brocha,12
brochas,4
brochazo,2
broche,136
broches,26
brocheta,14
brochetas,15
brócoli,85
broma,3602
bromas,581
bromea,238
bromeaba,467
bromeábamos,24
bromeaban,10
bromeabas,35
bromeado,12
bromeamos,31
bromean,51
bromeando,3538
bromeándome,6
bromeándonos,2
bromear,173
bromeara,2
bromearía,10
bromeas,1565
bromee,17
bromeé,5
bromeemos,2
bromeen,6
bromees,181
bromeo,512
bromeó,6
bromista,133
bromistas,14
bromita,15
bromitas,7
bromuro,9
bronca,74
bronce,137
broncea,3
bronceaba,4
bronceada,28
bronceadas,8
bronceado,226
bronceador,36
bronceadora,7
bronceados,16
broncean,3
bronceando,2
bronceándome,5
bronceándose,3
bronceándote,2
broncear,5
broncearemos,2
broncearme,19
broncearse,6
broncearte,6
bronceas,3
bronceaste,3
broncéate,3
broncee,2
broncees,2
bronceo,8
bronces,2
bronco,24
broncodilatador,2
broncoespasmo,8
broncopulmonía,4
broncos,12
broncoscopía,5
bronquial,6
bronquiolos,2
bronquios,5
bronquitis,24
brontosaurio,11
brota,19
brotaban,3
brotado,16
brotan,11
brotando,16
brotar,12
brotaran,3
brotarán,2
brote,132
brotes,56
bruja,952
brujas,545
brujería,107
brujerías,4
brujita,9
brujitas,2
brujo,113
brujos,27
brújula,154
brújulas,8
bruma,32
brumosa,7
brumoso,9
brunei,13
bruno,344
brusca,26
bruscamente,50
bruscas,3
brusco,76
bruscos,29
bruselas,92
bruta,124
brutal,312
brutales,46
brutalidad,111
brutalmente,96
bruto,352
brutos,50
bruxismo,3
bubónica,15
bucal,82
bucales,7
bucaneras,3
bucanero,13
bucaneros,7
bucarest,61
bucea,6
buceaba,2
buceado,12
buceador,6
buceadores,12
bucean,3
buceando,25
bucear,103
buceará,3
bucearán,4
bucearé,3
buceas,5
buceo,108
buchaca,13
buche,6
bucle,77
bucles,11
bucólico,6
buda,175
budapest,65
budín,121
budines,12
budismo,51
budista,122
budistas,37
buen,22680
buena,24266
buenas,13456
buenaventura,3
buenísima,125
buenísimas,40
buenísimo,315
buenísimos,24
buenita,18
buenito,11
bueno,102211
buenos,9652
buey,80
bueyes,26
búfalo,161
búfalos,7
búfalos,91
bufanda,168
bufandas,27
bufando,2
bufete,211
bufetes,9
buffet,197
bufido,2
bufón,104
bufones,17
bugre,15
buhardilla,5
búho,86
búhos,43
buitre,49
buitres,120
bujía,20
bujías,31
bulbo,6
bulbos,7
bulevar,48
bulevares,3
búlgara,2
bulgaria,43
búlgaro,16
búlgaros,23
bulimia,35
bulímica,22
bulímicas,7
bulímico,2
bulímicos,2
bulla,23
bullabesa,12
bulldog,54
bulldogs,41
bulldozer,15
bulldozers,5
bullicio,36
bulliciosa,4
bullicioso,9
bultito,3
bulto,144
bultos,50
búmerang,2
búmerangs,3
bungalow,30
bungalows,18
búnker,205
búnkers,11
buñuelo,17
buñuelos,27
buque,182
buques,39
burbuja,280
burbujas,284
burbujeando,8
burbujeante,10
burbujeantes,2
burbujear,4
burbujita,2
burbujitas,14
burda,19
burdel,139
burdeles,27
burdeos,17
burdo,34
burdos,4
burger,110
burgos,19
burgués,36
burguesa,17
burgueses,20
burguesía,13
burla,171
burlaba,41
burlábamos,2
burlaban,36
burlabas,8
burlada,6
burlado,55
burlados,3
burláis,3
burlamos,17
burlan,97
burlando,225
burlándolo,2
burlándome,8
burlándonos,3
burlándose,46
burlándote,24
burlar,72
burlara,7
burlará,10
burlaran,3
burlarán,27
burlarás,7
burlaré,4
burlaremos,6
burlaría,11
burlarían,6
burlarlo,3
burlarlos,3
burlarme,47
burlarnos,32
burlaron,37
burlarse,96
burlarte,122
burlas,169
burlaste,32
búrlate,39
burle,28
burlé,17
burlemos,3
burlen,35
búrlense,8
burles,104
burlo,37
burló,60
burlón,6
burlona,9
burlonamente,2
burlones,5
burocracia,86
burocracias,3
burócrata,47
burócratas,40
burocrática,19
burocráticas,10
burocrático,13
burocráticos,7
burra,45
burrada,6
burradas,4
burrita,2
burrito,95
burritos,74
burro,394
burros,85
bursátil,20
bursátiles,7
bus,205
busca,3588
buscaba,826
buscabais,2
buscábamos,115
buscaban,191
buscabas,180
buscacaminos,10
buscad,13
buscada,39
buscadas,11
buscadlo,2
buscado,560
buscador,120
buscadora,10
buscadores,34
buscados,115
buscadrogas,2
buscáis,5
búscala,66
búscalas,3
búscale,29
búscalo,115
búscalos,13
búscame,2
búscame,129
buscaminas,2
buscamos,1172
buscan,1021
buscando,8174
buscándola,97
buscándolas,12
buscándole,15
buscándolo,161
buscándolos,33
buscándome,88
buscándonos,41
buscándose,8
buscándote,235
búscanos,6
buscapersonas,47
buscapleitos,29
buscar,7045
buscara,111
buscará,127
buscáramos,12
buscaran,23
buscarán,117
buscaras,21
buscarás,55
buscaré,785
buscaremos,285
buscaría,97
buscaríamos,13
buscarían,19
buscarías,18
buscarla,528
buscarlas,80
buscarle,92
buscarles,14
buscarlo,961
buscarlos,219
buscarme,548
buscármela,4
buscármelo,3
buscarnos,133
buscaron,107
buscaros,13
buscarse,46
buscársela,2
buscárselo,2
buscarte,657
buscártelo,2
buscas,1334
búscaselo,2
buscaste,198
buscatalentos,7
búscate,135
buscavidas,57
busco,1740
buscó,306
buscona,13
buses,12
busque,432
busqué,561
búsqueda,1728
búsquedas,58
búsquele,3
búsquelo,17
búsquelos,4
búsqueme,2
busquemos,340
busquémosla,4
busquémosle,4
busquémosles,2
busquémoslo,5
busquémoslos,3
busquen,535
búsquenla,7
búsquenlas,3
búsquenlo,22
búsquenme,12
búsquense,19
busques,223
búsquese,19
busto,96
bustos,7
butaca,19
butacas,37
butacón,2
bután,19
butano,18
butifarra,1
buzo,62
buzón,283
buzones,20
buzos,65
bypass,70
cábala,12
cabales,68
cabalga,44
cabalgaban,2
cabalgabas,3
cabalgad,3
cabalgada,2
cabalgado,10
cabalgadura,4
cabalgamos,13
cabalgan,9
cabalgando,62
cabalgar,107
cabalgará,5
cabalgaré,2
cabalgaron,5
cabalgas,4
cabalgata,22
cabalgatas,8
cabalgo,5
cabalgó,6
cabalgue,7
cabalgué,9
cabalguemos,8
cabalguen,14
cabalgues,5
cabalidad,3
cabalística,5
cabalístico,2
caballa,21
caballeresco,4
caballería,231
caballeriza,37
caballerizas,9
caballero,1395
caballeros,4734
caballerosa,4
caballerosamente,2
caballerosidad,30
caballeroso,37
caballerosos,4
caballete,22
caballito,73
caballitos,21
caballo,2586
caballos,1342
cabalmente,2
cabaña,749
cabañas,48
cabaré,11
cabarés,2
cabaret,82
cabareteras,4
cabarets,9
cabe,257
cabecea,11
cabeceaba,2
cabeceando,5
cabeceé,3
cabeceo,4
cabeceó,2
cabecera,88
cabecero,2
cabecilla,32
cabecillas,13
cabecita,77
cabecitas,15
cabellera,53
cabelleras,2
cabellito,3
cabello,3027
cabellos,127
cabelludo,57
cabelludos,2
cabemos,21
caben,56
caber,44
cabes,12
cabestrante,2
cabestrillo,9
cabeza,14921
cabezal,6
cabezales,3
cabezas,947
cabezazo,38
cabezazos,9
cabezón,71
cabezones,2
cabezota,57
cabezotas,11
cabía,28
cabían,8
cabida,29
cabina,681
cabinas,47
cable,1255
cableada,2
cableado,73
cableados,6
cableando,2
cablear,4
cablearon,2
cablecito,3
cableó,2
cables,499
cablevisión,14
cabo,1416
cabos,179
cabra,417
cabrá,12
cabrán,7
cabras,127
cabré,2
cabrea,6
cabreada,18
cabreado,36
cabreando,3
cabrear,4
cabreará,2
cabrearé,3
cabrearme,2
cabreas,13
cabrees,8
cabremos,2
cabreo,7
cabreó,2
cabrera,11
cabrestante,2
cabría,30
cabrían,6
cabrío,48
cabriolas,2
cabrita,6
cabritas,2
cabrito,8
cabritos,7
cabrón,1621
cabrona,97
cabronada,9
cabronazo,38
cabronazos,2
cabroncete,5
cabrones,372
caca,466
cacahuate,47
cacahuates,59
cacahuete,53
cacahuetes,49
cacao,36
cacarea,2
cacarean,9
cacareando,7
cacarear,7
cacareo,10
cacas,4
cacatúa,11
cace,15
cacé,21
cacemos,6
cacen,15
cáceres,4
cacería,411
cacerías,12
cacerola,52
cacerolas,30
caces,2
cachalote,18
cacharro,62
cacharros,16
cachas,4
caché,25
cachéalo,2
cachear,4
cachearlo,3
cachearnos,4
cacheaste,2
cachemir,38
cachemira,66
cachetada,50
cachetazo,11
cachete,11
cachetes,28
cachiporra,11
cachiporras,4
cachito,33
cachivaches,10
cacho,32
cachonda,31
cachondas,11
cachondees,3
cachondeo,7
cachondo,68
cachondos,15
cachorra,17
cachorrillo,2
cachorrita,16
cachorrito,168
cachorritos,40
cachorro,276
cachorros,135
cacique,19
caciques,9
cacto,10
cactos,9
cactus,82
cada,18632
cadalso,10
cadáver,1531
cadáveres,773
cadena,1356
cadenas,368
cadencia,10
cadenita,13
cadera,262
caderas,246
cadete,140
cadetes,53
cádiz,29
cadmio,11
caduca,13
caducada,4
caducado,9
caducan,4
caducar,8
caducaron,2
caducidad,19
caducifolios,7
caduco,2
caducó,15
caducos,4
caduque,2
cae,1489
cáele,3
caemos,90
caen,452
caer,1911
caerá,315
caerán,117
caerás,67
caeré,71
caeremos,34
caería,151
caerían,25
caerías,11
caerle,57
caerles,25
caerme,76
caernos,12
caerse,129
caérsele,2
caerte,72
caes,409
cáete,11
café,6486
cafecito,35
cafeína,170
cafeinado,6
cafés,197
cafetera,129
cafeteras,6
cafetería,794
cafeterías,22
cafetín,4
caga,95
cagaba,5
cagaban,4
cagada,149
cagadas,42
cagadera,3
cagadero,14
cagaditas,2
cagado,92
cagados,20
cágalo,2
cagamos,39
cagan,56
cagando,131
cagándola,3
cagándome,8
cagándose,5
cagar,443
cagara,7
cagará,10
cagarán,5
cagarás,11
cagaré,14
cagaremos,3
cagaría,6
cagarla,28
cagarle,6
cagarlo,3
cagarme,16
cagarnos,8
cagaron,25
cagaros,3
cagarse,29
cagarte,15
cagas,50
cagaste,75
cágate,3
cagazo,15
cago,253
cagó,127
cagón,47
cagona,7
cagones,8
cague,39
cagué,88
caguen,21
cagues,32
cáguese,11
cagueta,3
caí,534
caía,272
caíamos,8
caían,71
caías,25
caída,764
caídas,64
caído,1140
caídos,136
caiga,428
caigáis,2
caigamos,21
caigan,133
caigas,125
caigo,319
caimán,182
caimanes,60
caímos,80
caín,251
caipiriña,14
caipiriñas,3
cairo,82
caíste,287
caja,4678
cajas,1096
cajera,75
cajero,312
cajeros,70
cajetilla,21
cajetillas,18
cajita,114
cajitas,13
cajón,619
cajonera,6
cajoneras,2
cajones,124
cajuela,171
cal,524
cala,26
calabacín,12
calabacines,6
calabacita,15
calabaza,305
calabazas,67
calabozo,214
calabozos,52
calada,14
caladas,5
calado,16
calamar,115
calamares,64
calambre,75
calambres,63
calamidad,33
calamidades,10
calamitosa,3
calamitoso,3
calaña,29
calar,14
calavera,102
calaveras,45
calcaba,2
calce,4
calcé,5
calcetas,5
calcetín,104
calcetines,398
cálcico,4
calcificación,4
calcificaciones,4
calcificó,2
calcinada,4
calcinadas,3
calcinado,15
calcinados,8
calcio,114
calcita,4
calco,6
calcomanía,31
calcomanías,32
calcos,6
calcula,84
calculaba,4
calculada,16
calculadas,5
calculado,111
calculador,19
calculadora,62
calculadoras,14
calculados,3
calcúlale,2
calculamos,39
calculan,20
calculando,53
calcular,140
calculará,4
calcularán,2
calcularemos,3
calcularla,2
calcularlo,13
calculas,25
calculaste,6
calcule,4
calculé,49
calculemos,3
calculen,3
calculo,117
calculó,22
cálculo,280
cálculos,340
calcuta,54
caldeado,5
caldeados,3
caldearse,2
caldeen,28
caldera,122
calderas,35
calderilla,8
caldero,33
calderón,60
calderos,4
caldo,97
caldos,4
cale,160
caledonia,22
caledonio,4
caledonios,26
calefacción,245
calefaccionada,2
calefaccionan,2
calefactor,22
calen,2
calendario,369
calendarios,48
calendas,3
calentaba,11
calentábamos,2
calentada,8
calentado,23
calentador,96
calentadores,13
calentamiento,206
calentamos,16
calentando,106
calentándola,2
calentándose,12
calentándote,2
calentar,198
calentara,5
calentará,19
calentarán,5
calentaras,2
calentarás,3
calentaré,23
calentaría,4
calentarían,2
calentarla,11
