trigram,frequency,probability
dou,893603142,0.00014841757670616654
bui,893491529,0.00014839903902404535
onv,893415512,0.00014838641344295885
toh,893186690,0.00014834840864514552
sty,892540108,0.00014824101854200974
irl,891743865,0.00014810877140569736
opm,889889670,0.00014780081016909657
uta,889591388,0.0001477512688352154
ngb,889343146,0.00014771003859066385
doe,889141973,0.00014767662598527407
pap,888693630,0.00014760216118265014
lpr,888622714,0.0001475903828211214
eea,887637787,0.0001474267973638844
gni,887043402,0.0001473280766038689
saf,886501523,0.0001472380765084485
afe,882029183,0.00014649527040828142
dmo,881666672,0.00014643506134944922
rly,880999234,0.0001463242072958926
yse,880922602,0.0001463114795701231
atw,880610973,0.00014625972144748732
ony,880025905,0.00014616254813789713
hum,879812642,0.00014612712751751946
esd,879175833,0.00014602136060135447
gli,879146224,0.00014601644287465663
eex,878599284,0.0001459256022032351
uts,876813183,0.0001456289506252436
eav,876137481,0.00014551672401288965
cht,875755609,0.00014545329930656521
nsw,874786801,0.00014529239103655653
jun,874680752,0.00014527477747316094
cut,873844266,0.0001451358464206237
ril,873201886,0.0001450291542231107
wth,871012952,0.00014466559654903783
pit,870379577,0.00014456039998220853
edr,869936765,0.000144486853817376
wnl,868750100,0.000144289761914512
oge,867465686,0.00014407643498625075
dve,863690442,0.00014344940880469496
aba,863509330,0.00014341932810903822
ssh,862908902,0.00014331960367370658
dul,862591352,0.00014326686213860236
sev,861047261,0.00014301040573904127
alk,861004533,0.0001430033090918615
lum,860850687,0.00014297775697657368
itl,859348940,0.00014272833344604883
esn,857870707,0.00014248281533028206
cif,857044679,0.00014234562123562272
coo,856645141,0.00014227926240251778
anb,856512522,0.00014225723585663844
dne,856479421,0.0001422517381474478
reb,856202637,0.0001422057673930712
ibu,854656134,0.00014194891038704603
exi,853261916,0.0001417173462315116
abe,853239041,0.00014171354694757048
fai,852672617,0.00014161947019972012
iga,852543076,0.00014159795487552254
onb,852366700,0.00014156866077696945
lad,850658510,0.00014128494935247032
ums,850321559,0.00014122898552631726
hri,849238768,0.00014104914594345773
gue,847074683,0.00014068971541284512
egu,845980075,0.0001405079131572716
atm,845738922,0.00014046786031704172
tta,845100041,0.0001403617492646439
ryt,845089900,0.00014036006495695224
gco,844558583,0.00014027181909265693
icr,844200200,0.00014021229564886774
pal,843794799,0.00014014496303645145
tli,843213048,0.00014004834064379386
mel,843048711,0.00014002104608969396
dva,842475224,0.0001399257962558337
edd,841564859,0.00013977459472031123
dig,841223440,0.0001397178888088839
ods,841155773,0.0001397066500702415
dwa,840978967,0.00013967728455345472
ipa,840323195,0.00013956836809318589
fal,840071442,0.00013952655471045214
epu,839859770,0.00013949139833753898
orw,838929698,0.00013933692368775952
iza,837798536,0.00013914905021797028
tde,836810002,0.00013898486567801523
lep,835786845,0.00013881493064154025
sab,835486275,0.0001387650092962205
etc,834877784,0.0001386639456859635
sei,833250284,0.00013839363597605285
him,831005085,0.00013802073330915164
rno,830261427,0.0001378972199584587
hai,829384683,0.0001377516024983629
fas,829112316,0.00013770636535872588
ypr,826872426,0.00013733434445787682
rca,826256420,0.00013723203268942014
epi,826228465,0.00013722738967378848
afr,825388511,0.00013708788262489243
ngm,822475871,0.00013660412540616787
nac,822464438,0.00013660222651159742
ldb,820948783,0.00013635049301643633
idi,820628753,0.00013629733958082178
fco,820583493,0.00013628982239650807
gla,820519584,0.00013627920782000995
ncr,820382443,0.00013625643022005488
stc,820341045,0.00013624955447113268
gio,819703273,0.00013614362761134213
ibi,819639650,0.00013613306053627383
rba,819406974,0.00013609441563178034
dca,818474420,0.0001359395287493127
rab,816838998,0.00013566790328301378
ldr,816415335,0.00013559753755482338
dba,816338745,0.0001355848168047883
aly,815914098,0.0001355142876451051
apt,815190769,0.00013539415071597453
fig,814692234,0.00013531134957850584
llc,812641011,0.00013497066417506983
osa,812579600,0.00013496046448868254
aud,811599123,0.00013479761812711934
eab,811542257,0.0001347881733148528
pul,811111567,0.00013471664047985345
mmo,810971123,0.00013469331428821066
rys,810629423,0.00013463656170579808
nev,810497150,0.00013461459262668345
zon,809715417,0.0001344847554405344
box,807588967,0.0001341315756662551
ira,807213075,0.00013406914417164512
pop,806290601,0.00013391593146544535
lsa,805007510,0.00013370282427281925
lio,804879274,0.00013368152569465634
ubj,803211870,0.00013340458837266317
rnm,802713058,0.00013332174122856487
uce,802609554,0.00013330455036145915
aya,801287080,0.00013308490208907548
nsf,800975467,0.00013303314662386234
odo,800827270,0.00013300853274485794
dvd,799101345,0.00013272187573344315
pda,797690552,0.000132487558654135
ntc,795908422,0.0001321915666152268
yma,794683846,0.0001319881781154888
ayi,794407056,0.0001319422063645787
amm,792685871,0.0001316563366146232
ids,792414661,0.0001316112916398614
cka,792000046,0.00013154242868417806
dvi,791773214,0.0001315047544033065
loy,791466010,0.0001314537312241216
alw,790201367,0.0001312436880398079
ley,789881419,0.0001311905482234844
nsc,789164404,0.00013107145997976605
nwi,788385161,0.00013094203635501648
ntu,788376345,0.0001309405721151378
dro,787865466,0.00013085572077609666
tdo,787454650,0.00013078748879220316
isr,786168286,0.00013057383799055676
sdi,785218030,0.00013041601100210768
ntp,784979388,0.00013037637521114454
tpa,784572426,0.00013030878333393124
toi,783611121,0.00013014912122905523
nct,782192406,0.00012991348839335882
bab,782073461,0.00012989373294730946
utu,781456608,0.00012979128050154138
cta,781087635,0.00012972999817613748
nie,779359631,0.00012944299586586743
ush,778650903,0.00012932528400099152
itw,777078971,0.0001290642035199351
isf,776989759,0.00012904938639560912
toy,775712415,0.00012883723371598016
nfr,774757359,0.00012867860950073687
gge,774145053,0.00012857691226126738
tsr,773548283,0.0001284777953791885
oso,772685973,0.00012833457524649843
osp,771780130,0.0001281841247650517
obi,771380230,0.00012811770580775935
pha,771340979,0.00012811118665173864
env,767972482,0.00012755171663827934
omb,765906927,0.00012720865084850697
ssp,765329557,0.000127112756091388
llp,765139674,0.00012708121862985378
lou,764846316,0.00012703249511779235
rfa,764382709,0.00012695549513396282
gol,763967652,0.00012688655876697886
tsu,763601904,0.0001268258120783273
eye,761277973,0.0001264398328989341
thc,761190368,0.00012642528267949526
phe,760756492,0.00012635322068521126
aym,760690459,0.0001263422533358567
orb,760173732,0.00012625643070883797
rya,758639745,0.00012600165247167867
rwi,758410534,0.00012596358306527723
lds,757198236,0.00012576223380524328
isb,756465376,0.00012564051388265946
cil,756162928,0.0001255902806223565
mep,754064535,0.00012524176080477826
opu,753518771,0.00012515111545392132
orf,752499989,0.00012498190705645144
agi,751978916,0.0001248953626070061
lee,751496548,0.00012481524662903365
edg,751391882,0.00012479786276660813
isw,750683537,0.00012468021451378684
edc,750255256,0.00012460908178698482
rsc,749130789,0.0001244223202824846
tsf,748942764,0.00012439109141415528
rwa,747984416,0.0001242319204342023
yle,746622189,0.00012400566962916237
lex,746203704,0.00012393616390937623
oyo,745814288,0.00012387148622827355
nig,745003207,0.0001237367746646336
eag,743850929,0.0001235453940613055
rss,742501796,0.00012332131802452462
edp,742145285,0.00012326210549918517
siz,740433744,0.00012297783751073033
teo,740088307,0.00012292046425404067
gea,739143598,0.00012276355856080564
raf,738867677,0.0001227177311411631
exe,738819901,0.00012270979607713808
amb,737454802,0.00012248306826473295
uen,737247281,0.00012244860132690785
atl,736880788,0.00012238773090201427
nha,736776440,0.0001223703998558639
scl,736744463,0.00012236508883061424
apo,736511109,0.00012232633131783603
reh,734183134,0.00012193968047486874
ayt,733997782,0.00012190889556221045
ium,733039907,0.00012174980314231448
pes,732605124,0.00012167759050538417
dhe,730395881,0.00012131065973152721
nef,728059507,0.00012092261390775896
rsp,727879988,0.00012089279779174454
npa,725288624,0.00012046240095542321
tsp,725086622,0.00012042885066232252
joi,724622024,0.00012035168608437777
ofr,724394380,0.00012031387693930687
urg,724366291,0.00012030921166776051
mso,724256711,0.00012029101164440444
avo,724093009,0.00012026382255676586
dam,723985820,0.00012024601965200665
yar,723459034,0.0001201585263365873
nna,723309021,0.00012013361084011243
tno,720207980,0.00011961856230362634
inl,718889179,0.00011939952407582917
onr,718879224,0.00011939787066067577
jul,718852313,0.00011939340104187183
lyi,717463829,0.00011916278924017867
rry,717080331,0.0001190990944732777
tmo,716938218,0.00011907549107923498
rpa,715912371,0.0001189051092635774
ofh,715738342,0.00011887620497570886
siv,715167529,0.00011878139926360856
arb,714161677,0.00011861433839581557
tla,712229216,0.0001182933780441574
sbu,711473807,0.00011816791298261889
upd,710966248,0.00011808361305877708
dha,710356186,0.0001179822885228339
ibr,709976869,0.00011791928817368846
rgi,709886691,0.00011790431060747014
lca,709810991,0.00011789173767656984
gel,709634521,0.00011786242796565867
gas,708516521,0.00011767674055817472
ups,706670310,0.00011737010537547493
tam,706653578,0.00011736732637574146
ops,705862719,0.00011723597346214992
tya,705371217,0.00011715434042802364
big,705252794,0.00011713467168038816
taf,704287884,0.00011697441082497192
www,703871659,0.00011690528046613471
dua,703080934,0.00011677394980845784
bia,702570767,0.0001166892167247245
glo,702434196,0.00011666653379545125
kan,701192412,0.00011646028723765604
leb,701149421,0.0001164531469090915
syo,699881578,0.00011624257224024833
hur,699736158,0.00011621841959016218
tsw,699279131,0.00011614251247139637
nfe,699262296,0.00011613971636450462
esl,698910804,0.00011608133743943184
inh,697402105,0.0001158307592587667
asy,696682458,0.00011571123386902287
rle,695281613,0.00011547856904224572
lyo,694777266,0.00011539480259600036
wid,694747257,0.00011538981843373633
asb,694714195,0.0001153843272020134
nem,694631795,0.00011537064147537952
gif,694129738,0.00011528725537275057
stb,693383564,0.00011516332414234634
otb,692268415,0.00011497811025436035
ayb,692248148,0.00011497474413031074
rsu,691732257,0.00011488906035362531
pot,690854127,0.00011474321269429268
dyo,690822604,0.00011473797707341065
muc,689551473,0.00011452685630421343
fli,685875061,0.00011391624502235038
rla,685766173,0.00011389815993252381
nut,685380884,0.00011383416770037524
oye,685300061,0.00011382074389596104
lma,685299697,0.00011382068343959581
urb,684899074,0.0001137541444000176
inb,684241759,0.00011364497166455222
nei,683773843,0.00011356725600358597
iqu,682907564,0.00011342337666399045
gfo,682849194,0.00011341368205399506
ndn,682305436,0.00011332336987750253
feb,682093542,0.0001132881766328501
uff,681297254,0.00011315592202253652
hev,681255607,0.00011314900491747437
zat,680786907,0.00011307115904279841
dme,678753507,0.00011273343384210264
oua,678512179,0.00011269335193631258
mbi,678346008,0.00011266575277514172
yca,678122115,0.0001126285666295927
api,677751749,0.00011256705294232955
ywi,677364808,0.00011250278633129266
tyl,675997291,0.00011227565691588995
bon,675939360,0.00011226603521892845
acr,675869397,0.00011225441514013615
eiv,675794319,0.00011224194551654127
hun,675691242,0.00011222482556940242
dfr,674808401,0.00011207819546518906
wse,674445357,0.0001120178978809649
mid,674248776,0.00011198524795587491
nki,674126576,0.00011196495189040575
rdo,673326249,0.00011183202644696262
sce,671746365,0.00011156962522685048
xam,671268427,0.00011149024502277349
nho,671206301,0.00011147992658281165
swa,671174675,0.00011147467385477132
gst,670573585,0.00011137483946857764
ske,670026066,0.00011128390263167406
gof,669747858,0.00011123769536668184
xte,668751390,0.00011107219307727155
yli,668630029,0.00011105203636040243
ttr,665534288,0.00011053786809516829
sba,665408391,0.00011051695799897866
iev,665292852,0.00011049776825177536
elt,665128698,0.00011047050409194698
ctt,665008028,0.00011045046214251847
upt,663873001,0.00011026194673907098
eou,663208103,0.00011015151455135965
sil,659693001,0.0001095676950724494
gha,659401779,0.0001095193263263114
tpo,659376890,0.00010951519253929452
bod,658936405,0.00010944203286336825
lam,658480457,0.00010936630495454223
deb,658218308,0.00010932276491144338
irc,658138373,0.0001093094885939861
onh,656337920,0.00010901045330787994
gic,656075491,0.00010896686675988476
oac,655659655,0.00010889780100963565
ckh,655518117,0.00010887429311671932
tba,655414696,0.00010885711603499356
yno,654589740,0.00010872009998765158
zed,653350945,0.00010851434986962467
sby,653167840,0.00010848393815875943
url,653091233,0.0001084712145852128
adu,652921252,0.00010844298262527405
lip,652741555,0.00010841313694543269
zin,652526103,0.00010837735275641906
ryi,651989009,0.00010828814739645915
gir,651607159,0.00010822472634409086
rtr,650963515,0.0001081178242101887
gna,650372254,0.00010801962231194508
fur,650115660,0.00010797700489277161
sad,649740901,0.00010791476157690286
hod,648598002,0.00010772493872151288
ilm,647339929,0.00010751598674137373
chu,646779293,0.00010742287131616606
mpt,646183794,0.00010732396553309872
hto,645671185,0.00010723882686023384
otr,643590663,0.00010689327521766377
edm,643465774,0.00010687253253910093
rci,643380127,0.00010685830752175855
ofd,642933162,0.0001067840715896601
rbo,642833470,0.00010676751385350009
rho,642156341,0.00010665505023226378
nmo,641893801,0.00010661144524839898
nue,641195585,0.00010649547931020237
ghe,640903871,0.00010644702884831796
sfi,640737911,0.00010641946473190827
ody,640432466,0.00010636873370312568
joh,639212582,0.00010616612449257903
xce,638413511,0.00010603340765681372
niz,638231937,0.00010600325022807804
lta,638186411,0.00010599568886411282
isd,637642023,0.00010590527205160354
oha,637022111,0.00010580231153984309
iri,635846089,0.00010560698732130633
woo,635837587,0.0001056055752333471
ycl,635828391,0.00010560404787968053
lwa,635789684,0.00010559761907602983
ais,634849175,0.00010544141095623974
lfo,634072332,0.00010531238594488727
igu,633485850,0.00010521497778557062
via,632899206,0.00010511754271984968
ndg,631469854,0.00010488014319635951
edl,631205094,0.00010483616949510241
veb,630994344,0.00010480116625616927
opa,630953026,0.00010479430379436031
ohn,630516563,0.00010472181212805203
sbo,630366512,0.00010469689032019837
yha,629360556,0.00010452981217915818
iab,628983885,0.00010446725130128306
dot,628866471,0.00010444775013736328
ogo,628641976,0.00010441046400628715
tax,628063273,0.00010431434785264387
rns,628048784,0.00010431194139034778
kee,625756540,0.00010393122507041876
mst,625509325,0.00010389016539918339
ymo,625226167,0.00010384313599405964
pie,624982588,0.00010380268022212089
stl,624599135,0.00010373899292922112
cko,624022229,0.00010364317523735892
ssc,623905005,0.00010362370563033308
wne,623807675,0.00010360754019619138
lew,623506891,0.00010355758330784374
lri,622022923,0.00010331111267214684
och,621576743,0.00010323700711984702
lau,621561027,0.00010323439686645166
ouw,621138404,0.00010316420387073333
uis,620816724,0.00010311077638840826
cec,620656128,0.00010308410317294109
sew,620444247,0.00010304891208744457
rlo,619800140,0.00010294193305437456
sua,619061492,0.00010281925180914808
liz,618808330,0.00010277720440713246
rey,618495278,0.00010272520993996998
asm,617767244,0.00010260429156249219
ofl,616633784,0.00010241603642037522
rva,615219293,0.00010218110514425771
ccu,615125966,0.0001021656045640446
ady,613129895,0.00010183407929647402
ssw,612842414,0.00010178633188896876
hni,612186834,0.00010167744731777169
irm,611215451,0.00010151611136880568
ova,611206112,0.0001015145602644242
rha,610103354,0.00010133140438418969
azi,608641924,0.00010108867706046941
bya,608071381,0.00010099391619237628
owl,606873856,0.0001007950205638904
ntw,606675363,0.00010076205307679405
tip,605944396,0.00010064064756052721
gul,605029241,0.00010048865045909969
lme,604343754,0.00010037479866670796
kit,603088516,0.00010016631754864415
nwh,602832398,0.00010012377918779444
mec,600919773,9.980611337586332e-05
orh,600898785,9.980262750170564e-05
lda,600569377,9.97479164842419e-05
eru,600455203,9.97289534484082e-05
khe,600011157,9.965520232985398e-05
wto,599917811,9.963969859395149e-05
yes,599690149,9.96018864592801e-05
urf,599280299,9.953381491727893e-05
aim,599032756,9.949270076887929e-05
upe,598941312,9.947751293409399e-05
ump,598529436,9.94091048959501e-05
bru,598236319,9.936042141131731e-05
tss,598030223,9.932619115019672e-05
hiv,597832166,9.929329607786752e-05
tlo,597215335,9.91908472860556e-05
ypa,597210172,9.918998976898508e-05
umm,596415404,9.9057987613823e-05
nhe,595857330,9.896529770841673e-05
sef,594001686,9.865709580897742e-05
stf,593980925,9.865364763700356e-05
ubm,593183834,9.852125965729087e-05
ych,591168168,9.818647987742187e-05
nap,591033819,9.816416599771876e-05
tap,590799198,9.81251980502847e-05
nif,590563360,9.80860279726405e-05
fis,588735290,9.778240580895608e-05
lyr,588364607,9.772083947150673e-05
yne,587232698,9.753284193329764e-05
tev,586567119,9.74222966390349e-05
pir,585234862,9.720102351879129e-05
sot,581710506,9.661566705305739e-05
aps,580862177,9.647476900949436e-05
lsi,580810697,9.64662187521265e-05
tys,580230402,9.63698381849298e-05
ntf,579940578,9.63217016310956e-05
oal,579684710,9.627920479247477e-05
msa,579294573,9.621440736126406e-05
sfa,578828858,9.613705726200074e-05
lpa,578779705,9.612889349353915e-05
sap,578384076,9.606318390200474e-05
ayo,578254384,9.604164349838095e-05
beg,577284833,9.588061182430808e-05
cid,576469135,9.574513342814542e-05
tef,576332984,9.572252025621666e-05
fen,576202554,9.570085727897326e-05
fle,575777897,9.563032645840088e-05
uns,575498883,9.558398532574281e-05
dsh,573908124,9.531977788867504e-05
aul,572760863,9.512923055343582e-05
yde,572602092,9.510286045023936e-05
mpi,572396572,9.506872585633408e-05
nla,572147800,9.502740758465735e-05
sdo,572129971,9.502444638538362e-05
goi,570172210,9.46992839841643e-05
elc,568909633,9.448958393954994e-05
gus,568707551,9.445602035933601e-05
cab,567711385,9.429056822877817e-05
ofw,567392581,9.423761841817396e-05
lbu,567024796,9.417653340640161e-05
ffo,566933874,9.416143227003018e-05
dol,566800177,9.413922668029997e-05
asw,566757163,9.413208253169038e-05
isu,566645872,9.411359833019995e-05
ndy,566050124,9.401465119099266e-05
enh,565696606,9.395593576977718e-05
ait,565685132,9.39540300655612e-05
cad,565453410,9.391554360989303e-05
pee,565000629,9.384034170466228e-05
nus,564948534,9.38316893026114e-05
sfe,563569971,9.360272526904853e-05
ird,562407978,9.340973111190675e-05
ntm,562352520,9.340052015283319e-05
bse,561535566,9.326483314899271e-05
eim,560979081,9.317240715887313e-05
hte,560964820,9.317003856484975e-05
occ,560750287,9.313440701154943e-05
inw,559774651,9.297236468642599e-05
rbe,559667288,9.295453288219549e-05
nle,559541387,9.29336221216502e-05
quo,558520107,9.276399883406951e-05
ldo,558260116,9.272081721085023e-05
iol,558030229,9.268263552834194e-05
urd,557796895,9.264388133734206e-05
dsi,556954823,9.250402251212307e-05
kon,556919266,9.249811688855608e-05
rfr,556674769,9.245750864699292e-05
edh,556522200,9.243216862725016e-05
dpa,556233203,9.238416942894904e-05
imm,555916451,9.233156043279935e-05
vec,555841911,9.231918016504098e-05
kil,555733203,9.230112497121919e-05
tfr,555106795,9.21970855458639e-05
eft,555051399,9.21878848843031e-05
gur,553610784,9.194861470135811e-05
olv,553489035,9.192839354198981e-05
ipl,553042684,9.185425958848545e-05
lln,552742961,9.180447892047712e-05
tfi,551991500,9.167966957797686e-05
dav,551889258,9.166268831508243e-05
kth,550562265,9.14422894868898e-05
ofu,550494461,9.143102799406597e-05
mei,550059039,9.135870922631868e-05
ebi,549574949,9.127830724323379e-05
adt,549531704,9.127112472808473e-05
ipe,549489582,9.126412873078773e-05
fus,548913884,9.116851167433541e-05
dee,548124325,9.103737467633396e-05
xpl,548114565,9.103575364851908e-05
omy,547705139,9.096775252821807e-05
mob,547545115,9.094117431561054e-05
rpe,547233387,9.088939975017212e-05
hie,546916357,9.083674458130393e-05
oat,546523227,9.077145004596926e-05
ryc,546217956,9.072074791665795e-05
isk,545636212,9.062412668662276e-05
ofb,545583254,9.061533094983785e-05
usc,545484940,9.059900208420334e-05
rwe,544319694,9.040546763981958e-05
ilo,544137672,9.037523580324977e-05
alg,543872834,9.033124914705726e-05
ywo,543703947,9.030319888839201e-05
cef,543466669,9.026378964270956e-05
doo,542803283,9.01536085814384e-05
hco,542490366,9.01016365362795e-05
tyt,541955028,9.001272282845514e-05
maz,541258201,8.989698758776209e-05
oph,540794631,8.981999374922244e-05
dru,540620214,8.97910250188547e-05
ige,540027776,8.969262763395759e-05
lph,538258007,8.939868862013338e-05
hof,537396930,8.925567327507608e-05
eyw,537362960,8.925003123461791e-05
yal,537272140,8.923494703931586e-05
lmo,537143353,8.921355694616055e-05
nos,534774761,8.882016006971401e-05
bst,534609124,8.879264960002401e-05
tsb,534436350,8.876395375374437e-05
gri,531018365,8.819626433203683e-05
lag,530906753,8.817772681600455e-05
tdi,530842082,8.816698567975285e-05
dsu,530837834,8.816628013403997e-05
bio,530443056,8.810071188417262e-05
lyw,530111191,8.804559278624358e-05
dtr,529973832,8.802277897890496e-05
ajo,529936603,8.80165956546713e-05
ois,529731243,8.79824876349925e-05
bsc,529215071,8.789675718732184e-05
ray,528686679,8.780899713310425e-05
xtr,528647228,8.780244475930044e-05
blu,528042510,8.770200780252148e-05
osu,527603407,8.762907766147638e-05
lyc,527123609,8.754938853201664e-05
ltu,527023787,8.753280920429763e-05
rex,526930176,8.751726145483252e-05
pus,525111867,8.72152604850519e-05
rul,525021544,8.720025883594083e-05
hus,524780912,8.716029252803593e-05
sbi,524495599,8.711290520129938e-05
eby,524135687,8.705312780755845e-05
eya,523748376,8.698879974362284e-05
inr,523544497,8.695493770162782e-05
idd,522834149,8.683695677270885e-05
chm,522808098,8.68326299903722e-05
uot,522491471,8.678004175533695e-05
iha,522366805,8.675933611460226e-05
esy,521894878,8.66809542709961e-05
npo,521491496,8.661395699210013e-05
vey,521429992,8.660374185944369e-05
vei,521409651,8.660036344481433e-05
aan,521256605,8.657494420065888e-05
eec,521090393,8.65473382298425e-05
lne,520949794,8.652398629441777e-05
wyo,520909826,8.651734805264469e-05
upo,519964672,8.636036844984227e-05
dsc,519499111,8.628304392827194e-05
hys,518835557,8.617283496406299e-05
kea,518809444,8.616849788421359e-05
dap,518763224,8.616082125454105e-05
enr,518368432,8.609525067942887e-05
thm,515932148,8.569061091211704e-05
arp,515831597,8.567391050557865e-05
gag,515724521,8.565612636886689e-05
svi,515407054,8.560339861914264e-05
ywa,515392220,8.560093485617071e-05
ylo,514131708,8.539157778516677e-05
nav,513916950,8.535590886186047e-05
efl,513244187,8.524417038482905e-05
aty,513169800,8.523181552867475e-05
voi,513074456,8.521597994711915e-05
rsw,512610566,8.513893296012655e-05
kel,512549030,8.512871251262483e-05
dac,512108434,8.505553440082895e-05
mew,511883609,8.501819346041071e-05
ury,511586251,8.496880559268744e-05
beh,511449213,8.494604509989068e-05
squ,511027276,8.487596604116835e-05
rtn,510503812,8.478902447312615e-05
eys,510208330,8.473994818820829e-05
dwe,509312789,8.459120875476859e-05
mys,509181487,8.45694009479909e-05
raw,508363186,8.443349022238131e-05
rcu,507484542,8.428755719334612e-05
unn,507330216,8.42619253553789e-05
sop,506552860,8.41328151404128e-05
jou,505138633,8.389792771176896e-05
ido,505093633,8.389045371057327e-05
riz,504997623,8.387450751379999e-05
enb,504658889,8.381824755111066e-05
coa,504534010,8.379750653343696e-05
oub,504439356,8.378178555323305e-05
jor,503976298,8.37048767522181e-05
tup,503721979,8.36626371853273e-05
mig,503674988,8.365483250110094e-05
plu,503650002,8.365068260345926e-05
stw,502664360,8.348697839264772e-05
esr,502109414,8.339480801336902e-05
oic,502023981,8.338061853905455e-05
osh,501433609,8.328256429385678e-05
jac,501026007,8.321486611973757e-05
tau,500678206,8.315710022885177e-05
rug,500631582,8.314935649925737e-05
oas,499835471,8.301713128668182e-05
bmi,499329394,8.293307750661273e-05
nep,498944305,8.286911849224726e-05
aur,498848794,8.285325517384279e-05
chs,498689098,8.282673143839954e-05
dho,498287701,8.276006384600075e-05
yte,497188978,8.257757813454012e-05
abs,496963698,8.254016162366536e-05
fet,496935792,8.253552674639055e-05
fed,496831750,8.251824652344829e-05
twh,496721207,8.249988655646662e-05
anf,496334398,8.243564186916656e-05
edn,495054370,8.22230434068885e-05
gwi,494710783,8.216597741469246e-05
gay,494690830,8.216266344256228e-05
ugu,494607860,8.21488830452466e-05
rhe,493645723,8.198908275439294e-05
ias,493482521,8.196197671121208e-05
oud,493068375,8.18931916512301e-05
hca,492404245,8.178288701980586e-05
ifo,492339883,8.177219720502903e-05
asn,492062310,8.172609540649814e-05
eev,491800673,8.1682640400924e-05
esk,490213854,8.141908735418315e-05
llu,489959053,8.13767677324351e-05
oga,489241692,8.125762202195201e-05
uet,488926260,8.120523226317072e-05
atp,488827332,8.118880141894212e-05
evo,488427240,8.112235057257802e-05
cyp,487623317,8.098882787339491e-05
oos,487220066,8.092185235214686e-05
oop,485141169,8.057657060406443e-05
cot,484446979,8.046127333984144e-05
thy,483959443,8.038029901435389e-05
rfu,483950002,8.037873096890304e-05
fat,483629579,8.032551226034469e-05
mto,483573464,8.031619218085366e-05
oil,483560876,8.031410145358585e-05
fav,483455518,8.029660265763085e-05
tig,483243084,8.026131972496408e-05
dun,482735405,8.017699987045242e-05
wen,482439470,8.012784834725585e-05
imu,482133363,8.007700736761123e-05
tsm,481906873,8.003938988914875e-05
vor,480972694,7.988423311219353e-05
kst,480875051,7.986801569222129e-05
acu,480362473,7.978288216811279e-05
ysa,480052412,7.973138447289643e-05
aha,479914834,7.970853429208532e-05
obj,479490313,7.963802605960544e-05
ltr,479057299,7.956610723396658e-05
uty,478904265,7.954068998287811e-05
urv,478794672,7.952248780036614e-05
icc,478788801,7.952151269234348e-05
llm,477952077,7.938254211064437e-05
tir,477921880,7.937752672366423e-05
ugg,477842844,7.936439972014196e-05
ysh,476848600,7.919926681247963e-05
una,476307569,7.910940756045956e-05
cyc,476255937,7.910083205757654e-05
why,476192590,7.909031082304892e-05
uly,476143619,7.908217728276994e-05
yah,475584844,7.898937094903394e-05
azo,475227324,7.892999083997878e-05
rbu,475062985,7.890269595370105e-05
nyt,474910171,7.8877315242174e-05
uan,474781266,7.885590555052666e-05
iag,474655718,7.883505341936852e-05
ydi,474316949,7.877878764356716e-05
sui,474193053,7.875820989129736e-05
udy,474178721,7.875582950496099e-05
tyc,474138471,7.874914442611374e-05
yis,473724065,7.868031618301374e-05
uag,472332798,7.844924215586886e-05
dab,471542230,7.831793757415171e-05
imo,471339749,7.828430772446052e-05
lub,471069748,7.823946355119748e-05
yed,471000725,7.82279995959857e-05
pok,469930139,7.805018712833935e-05
veh,469843693,7.803582940595353e-05
ryp,469280379,7.794226919463026e-05
oen,468749535,7.785410189039196e-05
emu,468420374,7.779943189689033e-05
anp,468405340,7.779693491613531e-05
ksa,468368498,7.779081586831194e-05
dwh,467723626,7.768370977722161e-05
mse,467466354,7.764097974976346e-05
fts,465880059,7.737751373361431e-05
ief,465848634,7.737229438944598e-05
veo,465482996,7.731156597057513e-05
dad,465169766,7.725954193958568e-05
dch,464779234,7.719467890325338e-05
ebl,464706698,7.71826314776816e-05
ssm,462633321,7.683826654041249e-05
dai,462459964,7.680947386429514e-05
chc,462410396,7.680124116893363e-05
mps,462342501,7.67899645620185e-05
tew,462277717,7.677920465771935e-05
bys,461088624,7.658170949096862e-05
thl,460474151,7.647965233681935e-05
oys,460459697,7.64772516876353e-05
nwe,459799008,7.636751856816914e-05
sgo,459120822,7.625487939094918e-05
mco,458405141,7.613601270984406e-05
wai,458288422,7.611662697772053e-05
itr,458234745,7.610771182300539e-05
teb,457925389,7.605633122047445e-05
enw,456832872,7.587487625682315e-05
sau,456703468,7.5853383686807e-05
usp,456399228,7.580285279516754e-05
ngg,455784174,7.570069914335838e-05
bul,455310120,7.562196402862905e-05
wei,455135274,7.559292404611658e-05
pil,455122885,7.559086637054295e-05
lsc,454742893,7.552775391137958e-05
sph,454723188,7.552448112930045e-05
uic,454420946,7.547428208331408e-05
nbo,454364690,7.546493858528597e-05
idg,454185490,7.54351754516356e-05
iod,453722019,7.535819805589858e-05
god,452981514,7.523520838355608e-05
lob,452810722,7.520684172550689e-05
eef,452514043,7.515756663215722e-05
neb,452367028,7.513314907025091e-05
tad,452339330,7.51285487394705e-05
pth,451759335,7.503221799894845e-05
eup,451617419,7.500864732442208e-05
dte,451324364,7.495997413730203e-05
wev,450266170,7.478421984349606e-05
lym,450240460,7.477994969747959e-05
lap,450079427,7.475320390115637e-05
ssf,450035235,7.474586409980437e-05
iwa,449481506,7.465389585073579e-05
